Souce,Sink,Jaccard,Resource_alloc,Adamic_adar,Preferential_attachment,Common Neighbours,CN Sound-Hopcroft,Resoruce Alloc Index,Within Inner Cluster
4606553,2879440,0.0,0,0,270,0,0,0,0.0
3013323,2064734,0.0008669267446900737,0.0001903380420584395,0.3865613100432344,794581,4,8,0.0001903380420584395,4000.0
1653770,1190291,0.631578947368421,0.14173480542216926,2.6171607794785263,240,12,24,0.14173480542216926,12000.0
4540325,202508,0.0,0,0,14720,0,0,0,0.0
4189431,4404645,0.00477326968973747,0.0014922997826993373,0.27615617397737025,838,2,4,0.0014922997826993373,2000.0
1590268,3824559,0.0,0,0,68,0,0,0,0.0
2717491,421433,0.0,0,0,4662,0,0,0,0.0
71500,2156609,0.0,0,0,1260,0,0,0,0.0
2422900,325927,0.0,0,0,6188,0,0,0,0.0
784291,4194667,0.0013280212483399733,0.0004508566275924256,0.12979661495688088,64845,1,2,0.0004508566275924256,1000.0
3836480,4207316,0.00974025974025974,0.004223054601019685,0.3966990932571174,8680,3,6,0.004223054601019685,3000.0
2570161,3824301,0.0,0,0,399,0,0,0,0.0
2574465,1663756,0.0,0,0,1084,0,0,0,0.0
195757,4324049,0.0069180214458664825,0.0003019951826588431,1.7879590641586316,207174,20,40,0.0003019951826588431,20000.0
3501584,624570,0.00423728813559322,1.1426482014717308e-05,0.08787672930771424,4340,1,2,1.1426482014717308e-05,1000.0
2342205,3520804,0.0,0,0,4482,0,0,0,0.0
2067826,727427,0.00010874687352738609,0.00011422004727732,0.2930092313691034,137925,3,6,0.00011422004727732,3000.0
4787138,2365654,0.1875,0.02409008979921655,2.9612858711285317,4002,21,42,0.02409008979921655,21000.0
2907109,1536763,0.004484304932735426,0.002898550724637681,0.17112901496657407,5655,1,2,0.002898550724637681,1000.0
2979388,2811074,0.020810907786149982,0.00289176257999946,5.42876599029407,625200,58,116,0.00289176257999946,58000.0
2773866,3562714,0.0185546875,0.0009118842723400774,1.769822008139285,271542,19,38,0.0009118842723400774,19000.0
3467832,3446682,0.003676470588235294,0.00015375153751537516,0.1138929767924529,15552,1,2,0.00015375153751537516,1000.0
209191,3142365,0.005597468970552446,0.003928998698712256,2.411548155760436,578115,23,46,0.003928998698712256,23000.0
1630356,2157727,0.0,0,0,231,0,0,0,0.0
662368,853327,0.010309278350515464,0.0016483979957808814,0.46554776810761356,17100,4,8,0.0016483979957808814,4000.0
3151576,4278188,0.0011086474501108647,1.1176431142007733e-05,0.08770619340726442,28710,1,2,1.1176431142007733e-05,1000.0
2671870,4797151,0.0,0,0,115,0,0,0,0.0
3536080,614747,0.014964216005204945,0.0016360595268481532,2.144934570738994,141911,23,46,0.0016360595268481532,23000.0
2541283,1592987,0.004835589941972921,0.0008364443929153962,0.5062133729392804,170340,5,10,0.0008364443929153962,5000.0
3848381,903626,0.027548209366391185,0.006211425892449507,1.2962656148667713,7060,10,20,0.006211425892449507,10000.0
811898,3593324,0.0,0,0,114,0,0,0,0.0
231650,4016607,0.01768346595932803,0.003125608729430031,2.1290006236244494,266430,20,40,0.003125608729430031,20000.0
1305368,3362916,0.0,0,0,17464,0,0,0,0.0
3275981,2183299,0.0,0,0,651,0,0,0,0.0
3863858,4710588,0.0005530973451327434,9.427825283541846e-06,0.08641664237211644,79380,1,2,9.427825283541846e-06,1000.0
938826,4543397,0.012084592145015106,0.0005016778079850886,0.7797540217543028,103761,8,16,0.0005016778079850886,8000.0
4705108,2629120,0.0,0,0,514,0,0,0,0.0
617435,2721940,0.005753739930955121,0.00021316638620809446,0.49553089420228225,133369,5,10,0.00021316638620809446,5000.0
2022904,1202849,0.01485148514851485,2.0572936052857464e-05,0.24697971954172718,2134,3,6,2.0572936052857464e-05,3000.0
4797294,3735230,0.0,0,0,2003,0,0,0,0.0
2450052,2549546,0.0078125,0.020833333333333332,0.25831776680732876,3560,1,2,0.020833333333333332,1000.0
24523,497993,0.0,0,0,24896,0,0,0,0.0
4576342,1043689,0.007263922518159807,0.00016976870385085064,0.2992252479497456,33660,3,6,0.00016976870385085064,3000.0
1875903,2638090,0.00017126709102845887,0.013325037915799112,0.8704863190396206,5927730,6,12,0.013325037915799112,6000.0
930131,1305103,0.005952380952380952,0.0003389788047862334,0.3105826365139362,40082,3,6,0.0003389788047862334,3000.0
3872353,2516690,0.003012653143201446,0.4773498414728299,6.306193282291588,13535907,30,60,0.4773498414728299,30000.0
217062,20388,0.00010224198317988298,2.6299382431648004,18.811564205824716,241762269,78,156,2.6299382431648004,78000.0
1628755,1120745,0.024691358024691357,0.009877399953735832,0.3754367031377363,1482,2,4,0.009877399953735832,2000.0
4033899,2555403,0.01777434312210201,0.015368722524153316,5.543046568200744,250965,46,92,0.015368722524153316,46000.0
4600810,4690043,0.006289308176100629,1.621060822202049e-05,0.09066310787339056,1776,1,2,1.621060822202049e-05,1000.0
2852252,3901568,0.024928092042186004,0.00388882016679562,5.109737350724568,571225,52,104,0.00388882016679562,52000.0
4128817,963520,0.0010136847440446021,2.5434578044177527e-05,0.1768412052418143,79294,2,4,2.5434578044177527e-05,2000.0
4603833,3538910,0.0,0,0,740,0,0,0,0.0
2665129,694605,0.0,0,0,798,0,0,0,0.0
2506289,2034494,0.0,0,0,225,0,0,0,0.0
3755683,4027183,0.0,0,0,532,0,0,0,0.0
281045,1477566,0.08921933085501858,1.0832269152916216,7.000775643675398,14820,24,48,1.0832269152916216,24000.0
525339,4345638,0.058333333333333334,0.4181337422282702,3.4766576912882545,13320,14,28,0.4181337422282702,14000.0
2872550,3571822,0.0,0,0,6440,0,0,0,0.0
3996001,1317062,0.0,0,0,6006,0,0,0,0.0
1630993,2942968,0.0,0,0,96,0,0,0,0.0
3519436,273127,0.0,0,0,4488,0,0,0,0.0
1072548,4516657,0.017948717948717947,0.011036313685123414,1.0701849746368859,30282,7,14,0.011036313685123414,7000.0
3385377,21536,0.012629161882893225,0.0004168085645369659,1.046410451846333,170145,11,22,0.0004168085645369659,11000.0
1698628,4155714,0.0,0,0,966,0,0,0,0.0
3421725,3521843,0.006696428571428571,0.5727640678834238,16.075565468141676,6256850,99,198,0.5727640678834238,99000.0
2930692,138960,0.0,0,0,1914,0,0,0,0.0
3738701,228193,0.0,0,0,856,0,0,0,0.0
1729154,1781627,0.0,0,0,470,0,0,0,0.0
3763685,3856235,0.0,0,0,63,0,0,0,0.0
2141424,1303746,0.0,0,0,226,0,0,0,0.0
4842336,3181505,0.0034965034965034965,0.0027624309392265192,0.16973190573741526,570,1,2,0.0027624309392265192,1000.0
258948,1471608,0.0,0,0,190,0,0,0,0.0
721572,98932,0.002890173410404624,0.0030303030303030303,0.17244076954535698,10362,1,2,0.0030303030303030303,1000.0
1943690,492035,0.004784688995215311,0.21283020715659048,1.8699817599338258,113816,7,14,0.21283020715659048,7000.0
3345713,3762682,0.0,0,0,90,0,0,0,0.0
2924614,3377440,0.0011487650775416428,0.001775104787616835,0.4958016619302753,794045,4,8,0.001775104787616835,4000.0
4112224,1051087,0.0,0,0,2011,0,0,0,0.0
4110767,2609871,0.0,0,0,129,0,0,0,0.0
3922567,307495,0.0,0,0,3120,0,0,0,0.0
558917,3683147,0.00215311004784689,0.0003517469571077195,0.8588713540423882,420858,9,18,0.0003517469571077195,9000.0
678764,1677837,0.006060606060606061,4.8773350241428086e-05,0.10072190921749677,5125,1,2,4.8773350241428086e-05,1000.0
4064525,2308522,0.0,0,0,37904,0,0,0,0.0
2628408,2510362,0.0096051227321238,0.003838109513118666,1.0456959301039157,219240,9,18,0.003838109513118666,9000.0
4088436,483355,0.0,0,0,154,0,0,0,0.0
4294640,2123719,0.015045135406218655,0.05317943642624723,2.3016052883578886,90387,15,30,0.05317943642624723,15000.0
1062857,1809556,0.0,0,0,7155,0,0,0,0.0
3287551,3077116,0.0,0,0,296,0,0,0,0.0
2921487,2416082,0.0,0,0,714,0,0,0,0.0
2206017,4727122,0.01948051948051948,0.0008708961720543257,0.36276397219624124,4270,3,6,0.0008708961720543257,3000.0
1601895,4424787,0.0013476210141934923,0.002373231335784122,5.90906318399877,8168598,62,124,0.002373231335784122,62000.0
4538043,4347620,0.17699115044247787,0.1342349451975307,3.85478229295291,4290,20,40,0.1342349451975307,20000.0
2494024,1709398,0.03508771929824561,0.0033340598210764476,0.31151478678793165,408,2,4,0.0033340598210764476,2000.0
2380958,648703,0.075,0.007652251229536421,0.8318998326404182,1845,6,12,0.007652251229536421,6000.0
3786904,871332,0.0,0,0,1224,0,0,0,0.0
2705657,852814,0.0013869625520110957,0.0001397819401733296,0.11267063647011558,57421,1,2,0.0001397819401733296,1000.0
2867762,2832683,0.0,0,0,58,0,0,0,0.0
4814135,2585300,0.0,0,0,511,0,0,0,0.0
1488632,297642,0.004048582995951417,0.00011553443529687765,0.7062685653459237,56695,8,16,0.00011553443529687765,8000.0
1789514,2955720,0.0,0,0,43,0,0,0,0.0
309474,3636323,0.01020408163265306,0.0011148272017837235,0.14707924457281835,288,1,2,0.0011148272017837235,1000.0
4115547,879781,0.002012072434607646,1.1639411045801083e-05,0.08801953973352142,8640,1,2,1.1639411045801083e-05,1000.0
4771179,77677,0.0,0,0,421,0,0,0,0.0
1541973,2681572,0.0,0,0,2852,0,0,0,0.0
660741,517853,0.01818181818181818,0.0055248618784530384,0.1923632915409209,684,1,2,0.0055248618784530384,1000.0
4483428,1765722,0.0,0,0,378,0,0,0,0.0
2190643,2947163,0.005376344086021506,0.02,0.25562221863533147,370,1,2,0.02,1000.0
2519581,3743967,0.003937007874015748,0.0017238952997466928,0.2783902056683989,14400,2,4,0.0017238952997466928,2000.0
4202801,710142,0.0,0,0,1920,0,0,0,0.0
3417866,1598643,0.0,0,0,1470,0,0,0,0.0
697388,943197,0.0005120327700972862,8.378788259641891e-06,0.08554460979176402,19440,1,2,8.378788259641891e-06,1000.0
3899173,1397388,0.0,0,0,36,0,0,0,0.0
3150672,3974467,0.0,0,0,5950,0,0,0,0.0
4449837,3538291,0.00018091361374943465,1.6830350075956677e-05,0.17103428854261615,33162,2,4,1.6830350075956677e-05,2000.0
35548,3549289,0.013157894736842105,0.0014858841010401188,0.15356865930359698,490,1,2,0.0014858841010401188,1000.0
2707088,2136581,0.0,0,0,502,0,0,0,0.0
1586232,3610552,0.0025046382189239332,0.20299581949000986,4.181935075227435,762256,27,54,0.20299581949000986,27000.0
1735883,1901143,0.004313443565780014,0.0001846040749228335,1.0667587942216739,55480,12,24,0.0001846040749228335,12000.0
2968005,1495600,0.001483679525222552,5.0973595677439085e-05,0.10117153817381935,1346,1,2,5.0973595677439085e-05,1000.0
2873622,3664409,0.0,0,0,1650,0,0,0,0.0
3691603,3188162,0.0040650406504065045,0.0039332937156440345,0.32024821313883034,9480,2,4,0.0039332937156440345,2000.0
1655116,365416,0.009900990099009901,0.002953017383742437,0.7068456788340147,9536,6,12,0.002953017383742437,6000.0
2312268,4219994,0.010775862068965518,0.04556258693824021,1.7177919385231444,26361,10,20,0.04556258693824021,10000.0
2349671,204712,0.0,0,0,3825,0,0,0,0.0
1026366,792812,0.0007178750897343862,1.7371491541220067e-05,0.17144755640287204,88192,2,4,1.7371491541220067e-05,2000.0
3417564,2307183,0.015730337078651686,0.00038172738915534125,0.6562017801942804,48267,7,14,0.00038172738915534125,7000.0
3687290,1281414,0.0,0,0,1085,0,0,0,0.0
3327760,600051,0.0,0,0,178,0,0,0,0.0
1299905,4474903,0.0,0,0,664,0,0,0,0.0
3881924,783583,0.005319148936170213,0.0007209805335255948,0.13821894129046863,740,1,2,0.0007209805335255948,1000.0
111970,2294803,0.05571847507331378,0.0810864794783558,7.571493257276358,277676,57,114,0.0810864794783558,57000.0
3736271,433745,0.0,0,0,224,0,0,0,0.0
2807537,2703992,0.0,0,0,530,0,0,0,0.0
934509,1653156,0.0,0,0,10944,0,0,0,0.0
4662733,4764472,0.017699115044247787,0.0010911271550500558,0.26609575091198334,2964,2,4,0.0010911271550500558,2000.0
1486892,237461,0.0,0,0,11515,0,0,0,0.0
3026000,4750153,0.02702702702702703,0.014925373134328358,0.23782951347935782,105,1,2,0.014925373134328358,1000.0
2436861,4683579,0.014652014652014652,0.0007827488576093353,0.4441415354744821,12702,4,8,0.0007827488576093353,4000.0
2295601,494551,0.0,0,0,45,0,0,0,0.0
2333576,4066830,0.02412280701754386,0.00030967154289049734,1.0298367836950175,37230,11,22,0.00030967154289049734,11000.0
1599720,3262474,0.047058823529411764,0.06002613339273115,10.514511157502877,290836,80,160,0.06002613339273115,80000.0
600846,64799,0.014598540145985401,0.002075476328693035,0.2616415154994802,4648,2,4,0.002075476328693035,2000.0
1285894,2023333,0.02680965147453083,0.0002382147412448602,0.8892078319238305,10912,10,20,0.0002382147412448602,10000.0
1590882,971074,0.006006006006006006,0.0057685019638190485,0.5409121382687894,38784,4,8,0.0057685019638190485,4000.0
357381,908061,0.0,0,0,980,0,0,0,0.0
2345122,743875,0.002654867256637168,0.004332812519325562,0.33508904416696106,9000,3,6,0.004332812519325562,3000.0
1164538,4273253,0.00933786078098472,0.013596954327548094,1.4240880771016142,41508,11,22,0.013596954327548094,11000.0
4624816,1789251,0.0,0,0,6293,0,0,0,0.0
470204,3779626,0.0033783783783783786,2.690551589981462e-06,0.07796806287802142,13496,1,2,2.690551589981462e-06,1000.0
2266717,1367613,0.0,0,0,1780,0,0,0,0.0
2826267,928903,0.004158964879852125,0.00010070245790477258,0.7672173249735703,51576,9,18,0.00010070245790477258,9000.0
275804,1725270,0.0049504950495049506,1.3112054304884109e-06,0.07383035914027619,9432,1,2,1.3112054304884109e-06,1000.0
3980329,4675165,0.1935483870967742,0.010508692544243515,0.8201399189067631,270,6,12,0.010508692544243515,6000.0
41540,1437899,0.010416666666666666,0.005350728954817372,0.718941034026233,49494,5,10,0.005350728954817372,5000.0
1810899,2882556,0.00526742301458671,0.024814392678709603,1.9818208376598918,128684,13,26,0.024814392678709603,13000.0
1230845,2027917,0.0,0,0,667,0,0,0,0.0
2472742,3567788,0.0,0,0,5985,0,0,0,0.0
4174076,5480,0.004862236628849271,4.273934816791302e-05,0.2687668573414196,69531,3,6,4.273934816791302e-05,3000.0
4819127,543061,0.003787878787878788,1.3112054304884109e-06,0.07383035914027619,17500,1,2,1.3112054304884109e-06,1000.0
1512639,1757836,0.014965986394557823,0.15213732275456468,2.420381527780453,61845,11,22,0.15213732275456468,11000.0
594370,207942,0.0,0,0,59,0,0,0,0.0
4066375,4645447,0.002320185614849188,0.000513347022587269,0.13202089627872077,16380,1,2,0.000513347022587269,1000.0
1326339,639157,0.0007296607077708865,6.204354849615591e-05,0.1879241137178502,24606,2,4,6.204354849615591e-05,2000.0
1429554,3308151,0.0,0,0,504,0,0,0,0.0
2622002,3723250,0.0,0,0,72,0,0,0,0.0
3341679,524043,0.0006600660066006601,1.63481502068041e-05,0.09073260935036064,6048,1,2,1.63481502068041e-05,1000.0
2241048,4039025,0.043731778425655975,0.029892940473933333,2.2306324218277833,27280,15,30,0.029892940473933333,15000.0
2529024,1545613,0.0,0,0,18,0,0,0,0.0
644069,2596251,0.003355704697986577,1.1426482014717308e-05,0.08787672930771424,16650,1,2,1.1426482014717308e-05,1000.0
1813318,1054633,0.0010825439783491205,0.0041444442832991825,0.5406034507533534,113708,4,8,0.0041444442832991825,4000.0
3655158,37400,0.001274065685164213,0.00023072917989777462,0.8403587357770324,600882,9,18,0.00023072917989777462,9000.0
3418483,362485,0.0,0,0,4284,0,0,0,0.0
408243,4594685,0.0029069767441860465,6.108189374458967e-05,0.18812171054305446,102384,2,4,6.108189374458967e-05,2000.0
2105491,3781492,0.0,0,0,19188,0,0,0,0.0
738704,4658228,0.014285714285714285,0.002105263157894737,0.162250352577379,204,1,2,0.002105263157894737,1000.0
2535426,1266511,0.010082730093071354,0.0008420044788546899,3.535956851227803,339802,39,78,0.0008420044788546899,39000.0
3014450,2569650,0.004672897196261682,5.466639975164627e-05,0.34987082927446517,77971,4,8,5.466639975164627e-05,4000.0
2635308,3237136,0.0,0,0,21708,0,0,0,0.0
2749135,3229933,0.047058823529411764,0.30607445418678436,3.5927711444977777,17043,16,32,0.30607445418678436,16000.0
1147295,4463463,0.0,0,0,27,0,0,0,0.0
495613,3009965,0.0,0,0,12789,0,0,0,0.0
1376558,291125,0.0,0,0,686,0,0,0,0.0
2021517,4634127,0.0013679890560875513,2.690551589981462e-06,0.07796806287802142,25715,1,2,2.690551589981462e-06,1000.0
4519174,520390,0.005253940455341506,0.0014461479517744696,0.37439749384511534,48144,3,6,0.0014461479517744696,3000.0
604125,4360758,0.01818181818181818,0.005405405405405406,0.19155782354835868,300,1,2,0.005405405405405406,1000.0
3828465,3963629,0.0,0,0,8720,0,0,0,0.0
2957639,4578655,0.007090402633578121,0.027818768860256988,3.6699554579940328,1587150,28,56,0.027818768860256988,28000.0
4325972,1755579,0.029411764705882353,0.0037735849056603774,0.17922014706567788,96,1,2,0.0037735849056603774,1000.0
1039233,3674322,0.0,0,0,2200,0,0,0,0.0
1901862,4840530,0.008356545961002786,0.0050843878468745645,0.46735657143783477,7161,3,6,0.0050843878468745645,3000.0
2408015,1321954,0.0076045627376425855,2.9144650097600414e-05,0.1691658580695657,17214,2,4,2.9144650097600414e-05,2000.0
4781379,52592,0.014814814814814815,0.011799206486113507,0.38944201871599715,270,2,4,0.011799206486113507,2000.0
4583761,4572486,0.003073967339097022,0.13497787431719413,2.4207892995254903,834240,16,32,0.13497787431719413,16000.0
1476555,4751012,0.004889975550122249,0.01245982932197505,1.1185472393139875,51584,8,16,0.01245982932197505,8000.0
1636856,4208957,0.0005915759583530525,0.14838487287894253,1.0442797667477635,126630,5,10,0.14838487287894253,5000.0
2038215,4162950,0.11589403973509933,0.2012724093018748,5.946431786747347,28350,35,70,0.2012724093018748,35000.0
4216378,2118739,0.055900621118012424,0.5056292580654929,4.210057006586121,28644,18,36,0.5056292580654929,18000.0
1136996,3640654,0.0031545741324921135,5.831583858175881e-05,0.10256792305914779,1872,1,2,5.831583858175881e-05,1000.0
4178366,3164163,0.0,0,0,5768,0,0,0,0.0
986629,3346537,0.008908685968819599,0.014203135758067633,1.1434391505108903,12488,8,16,0.014203135758067633,8000.0
2303520,663713,0.001594896331738437,0.00034002040122407346,0.12521121663277354,5571,1,2,0.00034002040122407346,1000.0
4708115,738568,0.0,0,0,31,0,0,0,0.0
3769409,1960538,0.028694404591104734,0.06086647889339011,5.317269228147162,397125,40,80,0.06086647889339011,40000.0
2844371,3392930,0.003401360544217687,3.333222225925803e-05,0.09700275086590245,11044,1,2,3.333222225925803e-05,1000.0
1320291,3768226,0.0,0,0,420,0,0,0,0.0
1817011,3254390,0.0,0,0,556,0,0,0,0.0
3337956,1186643,0.06233062330623306,0.2846106183638967,3.952129043191365,34935,23,46,0.2846106183638967,23000.0
414390,2341215,0.0,0,0,59760,0,0,0,0.0
1185153,4799044,0.0,0,0,1455,0,0,0,0.0
4182445,4255166,0.0,0,0,2040,0,0,0,0.0
1429988,4034214,0.0,0,0,74052,0,0,0,0.0
784476,4743804,0.004918536735321242,0.09568246025314406,2.6283263780309993,796060,16,32,0.09568246025314406,16000.0
1567741,2167167,0.0,0,0,116350,0,0,0,0.0
378193,3858906,0.08695652173913043,0.046867182227261675,0.8314191921572227,225,4,8,0.046867182227261675,4000.0
3193737,852669,0.013333333333333334,4.12847824291966e-05,0.09905877727655886,355,1,2,4.12847824291966e-05,1000.0
222154,1096330,0.031067086897793788,1.3027063256441185,25.625366773418385,1115076,138,276,1.3027063256441185,138000.0
837136,4092142,0.0851063829787234,0.037155303231329276,0.8437392299527404,410,4,8,0.037155303231329276,4000.0
3001803,1421121,0.0,0,0,164,0,0,0,0.0
4497472,970834,0.0,0,0,325,0,0,0,0.0
78652,876913,0.0008820935019112026,0.0010892050462805556,0.36566979498853275,50835,3,6,0.0010892050462805556,3000.0
1740390,2913793,0.01694915254237288,0.03125,0.28853900817779266,116,1,2,0.03125,1000.0
4608977,2576561,0.0,0,0,83,0,0,0,0.0
2146076,3373346,0.0,0,0,1365,0,0,0,0.0
4043972,3448830,0.0014561339643247178,6.88423877302689e-05,0.3638686156146723,54620,4,8,6.88423877302689e-05,4000.0
2066994,3418202,0.0013504388926401081,0.0069114321716465575,0.3307497707676573,39312,2,4,0.0069114321716465575,2000.0
559972,3695276,0.0,0,0,5850,0,0,0,0.0
2427345,214090,0.0,0,0,5376,0,0,0,0.0
1635607,4683806,0.0,0,0,5892,0,0,0,0.0
4435111,1900279,0.0,0,0,324,0,0,0,0.0
541055,1731912,0.003601440576230492,0.002058514166523651,0.9163577998845666,201275,9,18,0.002058514166523651,9000.0
1745528,2194526,0.1040339702760085,0.0844793267192705,7.2420165395727185,61359,49,98,0.0844793267192705,49000.0
754926,762964,0.0007142857142857143,0.00011845534233593936,0.11060754535767432,4194,1,2,0.00011845534233593936,1000.0
2093716,3996594,0.02109704641350211,0.006088343736440489,1.7485948079164102,45920,15,30,0.006088343736440489,15000.0
4640383,987793,0.0034366623135610695,0.0034578782302187336,5.005304056648538,1766194,50,100,0.0034578782302187336,50000.0
4298408,420656,0.0007209805335255948,1.3112054304884109e-06,0.07383035914027619,1387,1,2,1.3112054304884109e-06,1000.0
4725488,1747009,0.041666666666666664,0.0205839730315346,0.722784610259176,2016,4,8,0.0205839730315346,4000.0
2264477,2991814,7.010164738871364e-05,0.013514824718944003,0.30616885271439354,10253152,2,4,0.013514824718944003,2000.0
4421319,4161763,0.004341534008683068,9.803046877954916e-05,0.2876815255102631,6840,3,6,9.803046877954916e-05,3000.0
4007453,1159092,0.0,0,0,375,0,0,0,0.0
2690596,3915235,0.011370436864153202,0.0020848697828066134,1.937523443643362,313336,19,38,0.0020848697828066134,19000.0
3602451,2065513,0.005208333333333333,4.838149846447752e-05,0.2584169875270017,26928,3,6,4.838149846447752e-05,3000.0
504324,2747208,0.013024602026049204,0.00029260727339568734,1.6140962003581474,28959,18,36,0.00029260727339568734,18000.0
30083,1972008,0.0,0,0,2958,0,0,0,0.0
1025903,2722816,0.01818181818181818,0.008933458440847603,0.36917159760207885,220,2,4,0.008933458440847603,2000.0
2607838,4292513,0.001210287443267776,0.008981540637263126,0.6060411417607251,467828,4,8,0.008981540637263126,4000.0
132853,1928713,0.03602345713487853,0.011493433009403335,12.934489818154486,1424625,129,258,0.011493433009403335,129000.0
1841790,1805282,0.0,0,0,496,0,0,0,0.0
699145,2039550,0.0005260389268805891,2.496984890744426e-06,0.07751681639600151,5697,1,2,2.496984890744426e-06,1000.0
1632938,2917594,0.0,0,0,942,0,0,0,0.0
740264,775607,0.004081632653061225,1.3112054304884109e-06,0.07383035914027619,2133,1,2,1.3112054304884109e-06,1000.0
2326042,3593013,0.003775959723096287,0.0002846361864975042,0.5675522141882832,65226,6,12,0.0002846361864975042,6000.0
2597890,4398241,0.0,0,0,327,0,0,0,0.0
4347620,3709618,0.0,0,0,55,0,0,0,0.0
2956481,3808878,0.0003739290185176153,0.0015721785347961143,2.209628162762234,2521131,23,46,0.0015721785347961143,23000.0
2421138,2173151,0.3509933774834437,1.1331976190727726,12.493852207114124,10323,53,106,1.1331976190727726,53000.0
3325878,3941234,0.0072992700729927005,0.009523809523809525,0.2148707605483044,405,1,2,0.009523809523809525,1000.0
3969780,3375372,0.0,0,0,122,0,0,0,0.0
641527,2264701,0.0024330900243309003,0.00043031435032727294,0.22491461073278268,105735,2,4,0.00043031435032727294,2000.0
3750870,214372,0.0,0,0,6320,0,0,0,0.0
3136757,2292933,0.0,0,0,230,0,0,0,0.0
194271,4138613,0.0,0,0,54,0,0,0,0.0
4837795,2032867,0.005199306759098787,0.000290327300534862,0.31099860126196394,50976,3,6,0.000290327300534862,3000.0
4532809,3889649,0.0,0,0,399,0,0,0,0.0
2019222,2153519,0.0,0,0,15,0,0,0,0.0
1047207,311498,0.005235602094240838,4.397150646381145e-05,0.09968133160005307,8127,1,2,4.397150646381145e-05,1000.0
2970262,1729215,0.03743176501169743,0.17999602087967181,20.28773681323116,2676132,144,288,0.17999602087967181,144000.0
1221209,2747564,0.0,0,0,3,0,0,0,0.0
268995,1173364,0.0,0,0,118,0,0,0,0.0
4427946,1339329,0.01951219512195122,0.005373181997524934,1.0226200276348212,43005,8,16,0.005373181997524934,8000.0
1607490,654860,0.030303030303030304,0.007412022875282575,0.6318908173883445,2415,4,8,0.007412022875282575,4000.0
1460872,4581556,0.07627118644067797,0.09075601622685,1.8475205890922894,2140,9,18,0.09075601622685,9000.0
2019845,4577899,0.0,0,0,31388,0,0,0,0.0
1704367,3164073,0.0036231884057971015,1.1426482014717308e-05,0.08787672930771424,5842,1,2,1.1426482014717308e-05,1000.0
2745910,3104940,0.0,0,0,170532,0,0,0,0.0
2133929,3867352,0.0,0,0,13572,0,0,0,0.0
