Source,Sink,Jaccard,Resource_alloc,Adamic_adar,Preferential_attachment,Common_Neighbours,Shortest_Path_Length,Page_source,Page_sink,Hub_source,Hub_sink,Authority_Source,Authority_Sink,Source_Out,Source_In,Sink_out,Sink_in
1653770,1190291,0.125,0.09090909090909091,0.4170323914242463,18,1,2,2.8785923647081138e-05,0.00015262504992539355,8.518098699551798e-63,0.0,0.0,1.2135424418176388e-48,0.00010048231511254019,0.0,0.0,0.00020096463022508038
4540325,202508,0.0,0,0,36,0,2,2.8785923647081138e-05,3.174738841026118e-05,1.348224765192931e-53,0.0,0.0,0.0005102807133182961,0.00020096463022508038,0.0,0.0,0.00020096463022508038
4189431,4404645,0.0,0,0,12,0,2,2.8785923647081138e-05,7.703396427417801e-05,3.798052597259188e-52,0.0,0.0,1.898585130753063e-66,0.00020096463022508038,0.0,0.0,6.69882100750268e-05
1590268,3824559,0.0,0,0,24,0,2,2.8785923647081138e-05,3.0622348362042574e-05,7.416968557700683e-13,0.0,0.0,0.00016016332776227048,0.00020096463022508038,0.0,0.0,0.0001339764201500536
2717491,421433,0.0,0,0,36,0,2,2.8785923647081138e-05,3.2845180942635564e-05,2.326092893632913e-13,0.0,0.0,0.0009292696815378506,0.00020096463022508038,0.0,0.0,0.00020096463022508038
71500,2156609,0.0,0,0,36,0,2,2.8785923647081138e-05,4.316166052604694e-05,2.858199635833994e-55,0.0,0.0,0.0014286409016691496,0.00020096463022508038,0.0,0.0,0.00020096463022508038
2422900,325927,0.0,0,0,36,0,2,2.8785923647081138e-05,3.585278026603215e-05,6.752364905367156e-09,0.0,0.0,0.0005759187384751894,0.00020096463022508038,0.0,0.0,0.00020096463022508038
784291,4194667,0.0,0,0,36,0,2,2.8785923647081138e-05,5.881750634004473e-05,2.858199635833994e-55,0.0,0.0,8.260976305560363e-06,0.00020096463022508038,0.0,0.0,0.00020096463022508038
3836480,4207316,0.0,0,0,36,0,2,2.8785923647081138e-05,4.5004934939334635e-05,2.858199635833994e-55,0.0,0.0,3.6929995310451894e-05,0.00020096463022508038,0.0,0.0,0.00020096463022508038
2570161,3824301,0.0,0,0,36,0,2,2.8785923647081138e-05,0.00012394940061249428,1.4049387608954902e-09,0.0,0.0,1.0809505361533867e-06,0.00020096463022508038,0.0,0.0,0.00020096463022508038
2574465,1663756,0.0,0,0,10,0,2,2.8785923647081138e-05,3.280659369933921e-05,1.0053361516510313e-74,8.36381944768178e-08,0.0,2.681082592241534e-55,3.34941050375134e-05,0.0,0.0003014469453376206,3.34941050375134e-05
195757,4324049,0.0,0,0,36,0,2,2.8785923647081138e-05,3.0198104701587716e-05,2.858199635833994e-55,0.0,0.0,0.0014144550813168576,0.00020096463022508038,0.0,0.0,0.00020096463022508038
3501584,624570,0.0,0,0,36,0,2,2.8785923647081138e-05,4.522536712030455e-05,2.8377373318985483e-09,0.0,0.0,0.0002875932846369058,0.00020096463022508038,0.0,0.0,0.00020096463022508038
2342205,3520804,0.0,0,0,66,0,2,5.290994396062957e-05,3.694675921459444e-05,3.8827447599651875e-14,0.0,1.5725274085974046e-09,7.711727369669016e-05,0.00016747052518756699,0.00020096463022508038,0.0,0.00020096463022508038
2067826,727427,0.0,0,0,30,0,2,2.8785923647081138e-05,9.857326812556055e-05,2.858199635833994e-55,0.0,0.0,1.5793567048437074e-06,0.00020096463022508038,0.0,0.0,0.00016747052518756699
4787138,2365654,0.0,0,0,36,0,2,2.8785923647081138e-05,0.00012930267495353298,2.858199635833994e-55,0.0,0.0,4.151104742114002e-06,0.00020096463022508038,0.0,0.0,0.00020096463022508038
2907109,1536763,0.0,0,0,36,0,2,2.8785923647081138e-05,6.14976660422998e-05,2.858199635833994e-55,0.0,0.0,0.00019933582043401356,0.00020096463022508038,0.0,0.0,0.00020096463022508038
2979388,2811074,0.0,0,0,48,0,2,2.8785923647081138e-05,3.01111632124215e-05,0.00011156801032049407,0.0,0.0,0.0020106999843038475,0.0002679528403001072,0.0,0.0,0.00020096463022508038
2773866,3562714,0.0,0,0,36,0,2,2.8785923647081138e-05,3.4110151976332517e-05,3.026238929057985e-07,0.0,0.0,0.0008905469036238035,0.00020096463022508038,0.0,0.0,0.00020096463022508038
3467832,3446682,0.0,0,0,36,0,2,2.8785923647081138e-05,9.885191451460032e-05,2.858199635833994e-55,0.0,0.0,3.763634215207263e-06,0.00020096463022508038,0.0,0.0,0.00020096463022508038
209191,3142365,0.0,0,0,90,0,2,3.682726375159728e-05,3.180077462141202e-05,0.0002583899612227308,0.0,3.816176280029168e-10,0.0013029515339795276,0.0004354233654876742,6.69882100750268e-05,0.0,0.00020096463022508038
1630356,2157727,0.0,0,0,6,0,2,2.8785923647081138e-05,2.8958934610411703e-05,3.3872254844019817e-10,0.0,0.0,0.0006425453919582478,0.00020096463022508038,0.0,0.0,3.34941050375134e-05
662368,853327,0.0,0,0,48,0,2,2.8785923647081138e-05,3.116182864619195e-05,0.0001156410624056627,0.0,0.0,0.0011733891698161535,0.0002679528403001072,0.0,0.0,0.00020096463022508038
3151576,4278188,0.0,0,0,36,0,2,2.8785923647081138e-05,3.30129547000326e-05,2.858199635833994e-55,0.0,0.0,0.0005322394139945373,0.00020096463022508038,0.0,0.0,0.00020096463022508038
2671870,4797151,0.0,0,0,6,0,2,2.8785923647081138e-05,4.084793380385536e-05,2.858199635833994e-55,0.0,0.0,9.492925653765314e-67,0.00020096463022508038,0.0,0.0,3.34941050375134e-05
3536080,614747,0.0,0,0,36,0,2,2.8785923647081138e-05,3.0500962595602405e-05,4.942506847573957e-13,0.0,0.0,0.0012892364620955812,0.00020096463022508038,0.0,0.0,0.00020096463022508038
2541283,1592987,0.0,0,0,42,0,2,2.8785923647081138e-05,4.386993448889644e-05,2.858199635833994e-55,0.0,0.0,0.0005551099409508805,0.00020096463022508038,0.0,0.0,0.00023445873526259378
3848381,903626,0.0,0,0,36,0,2,2.8785923647081138e-05,7.33838833435012e-05,2.4067504361534824e-10,0.0,0.0,2.7960971418837592e-05,0.00020096463022508038,0.0,0.0,0.00020096463022508038
811898,3593324,0.0,0,0,18,0,2,2.8785923647081138e-05,6.731838192653924e-05,2.858199635833994e-55,0.0,0.0,4.237852379892764e-10,0.00020096463022508038,0.0,0.0,0.00010048231511254019
231650,4016607,0.0,0,0,36,0,2,2.8785923647081138e-05,3.249715715375125e-05,2.858199635833994e-55,0.0,0.0,0.0014929819588471909,0.00020096463022508038,0.0,0.0,0.00020096463022508038
1305368,3362916,0.0,0,0,36,0,2,2.8785923647081138e-05,3.0420013246993417e-05,2.858199635833994e-55,0.0,0.0,0.001512551127075479,0.00020096463022508038,0.0,0.0,0.00020096463022508038
3275981,2183299,0.0,0,0,18,0,2,2.8785923647081138e-05,3.160319290717447e-05,2.858199635833994e-55,0.0,0.0,0.00011511543664349073,0.00020096463022508038,0.0,0.0,0.00010048231511254019
3863858,4710588,0.0,0,0,36,0,2,2.8785923647081138e-05,3.996381611187741e-05,2.858199635833994e-55,0.0,0.0,0.00017480589690236378,0.00020096463022508038,0.0,0.0,0.00020096463022508038
938826,4543397,0.0,0,0,36,0,2,2.8785923647081138e-05,3.106272482948471e-05,3.0964232035794766e-07,0.0,0.0,0.0012797812957212604,0.00020096463022508038,0.0,0.0,0.00020096463022508038
4705108,2629120,0.0,0,0,6,0,2,2.8785923647081138e-05,2.9039860703013226e-05,4.620154083096562e-09,0.0,0.0,0.00012479041820007188,0.00020096463022508038,0.0,0.0,3.34941050375134e-05
617435,2721940,0.0,0,0,36,0,2,2.8785923647081138e-05,2.8785923647081138e-05,5.228650461332574e-09,5.668507104969817e-10,0.0,0.0,0.00020096463022508038,0.0,0.00020096463022508038,0.0
2022904,1202849,0.0,0,0,36,0,2,2.8785923647081138e-05,3.529523819400851e-05,2.858199635833994e-55,0.0,0.0,0.0008406387951999429,0.00020096463022508038,0.0,0.0,0.00020096463022508038
4797294,3735230,0.0,0,0,6,0,2,2.8785923647081138e-05,2.9337543140141993e-05,2.858199635833994e-55,0.0,0.0,1.0286479188430544e-05,0.00020096463022508038,0.0,0.0,3.34941050375134e-05
2450052,2549546,0.0,0,0,42,0,2,2.8785923647081138e-05,0.00015577312307621684,6.794242612137574e-10,0.0,0.0,3.257707284712354e-10,0.00020096463022508038,0.0,0.0,0.00023445873526259378
24523,497993,0.0,0,0,16,0,2,2.8785923647081138e-05,3.0445800210913432e-05,3.5103441551709596e-05,0.0,0.0,3.377196742940416e-05,0.0002679528403001072,0.0,0.0,6.69882100750268e-05
4576342,1043689,0.0,0,0,42,0,2,2.8785923647081138e-05,3.177866520386957e-05,0.00011639500596856096,0.0,0.0,0.0009603434062727049,0.00023445873526259378,0.0,0.0,0.00020096463022508038
1875903,2638090,0.0,0,0,84,0,2,2.8785923647081138e-05,3.280659369933921e-05,2.858199635833994e-55,2.077942921150771e-06,0.0,1.3143991598449173e-14,0.00020096463022508038,0.0,0.0004354233654876742,3.34941050375134e-05
930131,1305103,0.0,0,0,36,0,2,2.8785923647081138e-05,2.8785923647081138e-05,1.9946699191710855e-07,2.858199635833994e-55,0.0,0.0,0.00020096463022508038,0.0,0.00020096463022508038,0.0
3872353,2516690,0.0,0,0,153,0,2,3.280659369933921e-05,2.8785923647081138e-05,0.0001387066093905594,0.0002594088864669958,2.3989637664081032e-09,0.0,0.0005359056806002144,3.34941050375134e-05,0.0003014469453376206,0.0
217062,20388,0.0,0,0,2610,0,2,2.8785923647081138e-05,7.897539025418894e-05,2.858199635833994e-55,0.09059409809382887,0.0,1.8916620277850378e-06,0.00020096463022508038,0.0,0.014234994640943193,0.00033494105037513397
1628755,1120745,0.0,0,0,36,0,2,2.8785923647081138e-05,3.095188821802243e-05,0.00020009520475162433,0.0,0.0,0.0013711595391270323,0.00020096463022508038,0.0,0.0,0.00020096463022508038
4033899,2555403,0.0,0,0,36,0,2,2.8785923647081138e-05,5.711284842488616e-05,2.405148464633558e-15,0.0,0.0,0.0006303925082698562,0.00020096463022508038,0.0,0.0,0.00020096463022508038
4600810,4690043,0.0,0,0,42,0,2,2.8785923647081138e-05,3.480499034637091e-05,8.545138263052534e-10,0.0,0.0,0.0006220647509048398,0.00023445873526259378,0.0,0.0,0.00020096463022508038
2852252,3901568,0.0,0,0,36,0,2,2.8785923647081138e-05,3.0497000527013908e-05,2.858199635833994e-55,0.0,0.0,0.0019923223938856623,0.00020096463022508038,0.0,0.0,0.00020096463022508038
4128817,963520,0.0,0,0,36,0,2,2.8785923647081138e-05,3.7278980048605995e-05,2.858199635833994e-55,0.0,0.0,0.0010600312356838376,0.00020096463022508038,0.0,0.0,0.00020096463022508038
4603833,3538910,0.0,0,0,22,0,2,3.191449405926173e-05,2.9650473141972388e-05,1.9807588611116062e-17,0.0,4.5133645164612175e-51,0.00013312319550086484,0.00033494105037513397,3.34941050375134e-05,0.0,6.69882100750268e-05
2665129,694605,0.0,0,0,36,0,2,2.8785923647081138e-05,6.25960032156436e-05,2.858199635833994e-55,0.0,0.0,4.6269030031752184e-05,0.00020096463022508038,0.0,0.0,0.00020096463022508038
2506289,2034494,0.0,0,0,6,0,2,2.8785923647081138e-05,5.290994396062957e-05,6.853595203689484e-10,0.0,0.0,5.658224614718744e-74,0.00020096463022508038,0.0,0.0,3.34941050375134e-05
3755683,4027183,0.0,0,0,36,0,2,2.8785923647081138e-05,0.00010607468968020206,2.858199635833994e-55,0.0,0.0,0.00010672447735427944,0.00020096463022508038,0.0,0.0,0.00020096463022508038
281045,1477566,0.0,0,0,36,0,2,2.8785923647081138e-05,2.8785923647081138e-05,2.858199635833994e-55,1.362166258430182e-06,0.0,0.0,0.00020096463022508038,0.0,0.00020096463022508038,0.0
525339,4345638,0.0,0,0,36,0,2,2.8785923647081138e-05,2.8785923647081138e-05,5.833901077936562e-12,1.479137816842169e-09,0.0,0.0,0.00020096463022508038,0.0,0.00020096463022508038,0.0
2872550,3571822,0.0,0,0,72,0,2,3.280659369933921e-05,0.00013231817749272652,0.0001164225966115297,0.0,2.681082592241534e-55,2.425634049650998e-06,0.00036843515541264734,3.34941050375134e-05,0.0,0.00020096463022508038
3996001,1317062,0.0,0,0,36,0,2,2.8785923647081138e-05,3.844477117569076e-05,2.858199635833994e-55,0.0,0.0,0.00015801057125142207,0.00020096463022508038,0.0,0.0,0.00020096463022508038
1630993,2942968,0.0,0,0,18,0,2,2.8785923647081138e-05,3.941267674628269e-05,1.3482247651929316e-53,0.0,0.0,0.0006442808620608785,0.00020096463022508038,0.0,0.0,0.00010048231511254019
3519436,273127,0.0,0,0,36,0,2,2.8785923647081138e-05,3.086796675891341e-05,1.528003552922959e-12,0.0,0.0,0.0008816296935848193,0.00020096463022508038,0.0,0.0,0.00020096463022508038
1072548,4516657,0.0,0,0,36,0,2,2.8785923647081138e-05,2.8785923647081138e-05,2.858199635833994e-55,2.811749084984234e-10,0.0,0.0,0.00020096463022508038,0.0,0.00020096463022508038,0.0
3385377,21536,0.0,0,0,36,0,2,2.8785923647081138e-05,3.403518048455232e-05,2.858199635833994e-55,0.0,0.0,0.0008820416158292268,0.00020096463022508038,0.0,0.0,0.00020096463022508038
1698628,4155714,0.0,0,0,36,0,2,2.8785923647081138e-05,3.0960527206666664e-05,2.637259767615822e-13,0.0,0.0,0.0011530507324942676,0.00020096463022508038,0.0,0.0,0.00020096463022508038
3421725,3521843,0.0,0,0,48,0,2,2.8785923647081138e-05,2.8785923647081138e-05,3.159461840408259e-10,5.948937361814204e-05,0.0,0.0,0.00020096463022508038,0.0,0.0002679528403001072,0.0
2930692,138960,0.0,0,0,36,0,2,2.8785923647081138e-05,7.428230888023356e-05,2.858199635833994e-55,0.0,0.0,4.333123819169675e-05,0.00020096463022508038,0.0,0.0,0.00020096463022508038
3738701,228193,0.0,0,0,14,0,2,2.8785923647081138e-05,5.6930614012887645e-05,1.0725155952339613e-07,0.0,0.0,2.0777878937729737e-06,0.00023445873526259378,0.0,0.0,6.69882100750268e-05
1729154,1781627,0.0,0,0,12,0,2,2.8785923647081138e-05,2.9735258253166254e-05,2.858199635833994e-55,0.0,0.0,5.6410219968408204e-05,0.00020096463022508038,0.0,0.0,6.69882100750268e-05
3763685,3856235,0.0,0,0,6,0,2,2.8785923647081138e-05,5.290994396062957e-05,2.858199635833994e-55,0.0,0.0,5.658224614718744e-74,0.00020096463022508038,0.0,0.0,3.34941050375134e-05
2141424,1303746,0.0,0,0,12,0,2,2.8785923647081138e-05,6.0951284065145714e-05,1.781906311967486e-07,0.0,0.0,8.25173076094736e-07,0.00020096463022508038,0.0,0.0,6.69882100750268e-05
4842336,3181505,0.0,0,0,12,0,2,2.8785923647081138e-05,5.635623257685078e-05,2.613087009287886e-12,0.0,0.0,5.8077118456617474e-11,0.00020096463022508038,0.0,0.0,6.69882100750268e-05
258948,1471608,0.0,0,0,10,0,2,3.280659369933921e-05,3.481692872546825e-05,1.9169869878080032e-10,0.0,2.681082592241534e-55,3.062512336974032e-08,0.0003014469453376206,3.34941050375134e-05,0.0,3.34941050375134e-05
721572,98932,0.0,0,0,36,0,2,2.8785923647081138e-05,0.00011043548911410373,2.858199635833994e-55,0.0,0.0,1.7007080431676244e-06,0.00020096463022508038,0.0,0.0,0.00020096463022508038
1943690,492035,0.0,0,0,42,0,2,2.8785923647081138e-05,2.8785923647081138e-05,4.541479589292394e-10,0.00011203178125484879,0.0,0.0,0.00020096463022508038,0.0,0.00023445873526259378,0.0
3345713,3762682,0.0,0,0,6,0,2,2.8785923647081138e-05,2.8958934610411703e-05,2.858199635833994e-55,0.0,0.0,0.0006425453919582478,0.00020096463022508038,0.0,0.0,3.34941050375134e-05
2924614,3377440,0.0,0,0,66,0,2,2.8785923647081138e-05,3.7193910423967905e-05,3.995556479476801e-08,0.00012704082936658623,0.0,2.168019278231295e-53,0.00020096463022508038,0.0,0.0003014469453376206,6.69882100750268e-05
4112224,1051087,0.0,0,0,7,0,2,2.8785923647081138e-05,5.290994396062957e-05,0.00011518212430788503,0.0,0.0,5.658224614718744e-74,0.00023445873526259378,0.0,0.0,3.34941050375134e-05
4110767,2609871,0.0,0,0,7,0,2,2.8785923647081138e-05,3.010426201432695e-05,2.956960332580654e-09,0.0,0.0,2.2772225782250862e-06,0.00023445873526259378,0.0,0.0,3.34941050375134e-05
3922567,307495,0.0,0,0,36,0,2,2.8785923647081138e-05,3.489554617011313e-05,2.858199635833994e-55,0.0,0.0,0.000596361364833639,0.00020096463022508038,0.0,0.0,0.00020096463022508038
558917,3683147,0.0,0,0,36,0,2,2.8785923647081138e-05,3.618375317623402e-05,1.348224765192931e-53,0.0,0.0,0.0008754860004766126,0.00020096463022508038,0.0,0.0,0.00020096463022508038
678764,1677837,0.0,0,0,36,0,2,2.8785923647081138e-05,3.329896431007287e-05,5.552211094621354e-09,0.0,0.0,0.00020550313734632168,0.00020096463022508038,0.0,0.0,0.00020096463022508038
4064525,2308522,0.0,0,0,66,0,2,2.8785923647081138e-05,3.260804886549006e-05,2.858199635833994e-55,6.669440767523754e-08,0.0,2.6720210273095807e-52,0.00020096463022508038,0.0,0.00033494105037513397,3.34941050375134e-05
2628408,2510362,0.0,0,0,72,0,2,3.682726375159728e-05,2.8785923647081138e-05,1.1077237954368878e-06,2.5699417492359315e-12,1.0500057087299548e-13,0.0,0.00033494105037513397,6.69882100750268e-05,0.00020096463022508038,0.0
4088436,483355,0.0,0,0,12,0,2,2.8785923647081138e-05,2.992815716151676e-05,2.858199635833994e-55,0.0,0.0,3.807074439610285e-05,0.00020096463022508038,0.0,0.0,6.69882100750268e-05
4294640,2123719,0.0,0,0,48,0,2,2.8785923647081138e-05,2.8785923647081138e-05,9.369791639535247e-06,5.249252443089315e-11,0.0,0.0,0.0002679528403001072,0.0,0.00020096463022508038,0.0
1062857,1809556,0.0,0,0,36,0,2,2.8785923647081138e-05,2.9955508423509965e-05,1.3482247651929316e-53,0.0,0.0,0.0017388395966746258,0.00020096463022508038,0.0,0.0,0.00020096463022508038
3287551,3077116,0.0,0,0,12,0,2,2.8785923647081138e-05,5.441769523022635e-05,1.6960728882830905e-07,0.0,0.0,4.631847348059596e-06,0.00020096463022508038,0.0,0.0,6.69882100750268e-05
2921487,2416082,0.0,0,0,18,0,2,2.8785923647081138e-05,3.599480888396801e-05,3.217906669163858e-11,0.0,0.0,1.3197910592526827e-08,0.00020096463022508038,0.0,0.0,0.00010048231511254019
2206017,4727122,0.0,0,0,36,0,2,2.8785923647081138e-05,7.308136296338926e-05,2.858199635833994e-55,0.0,0.0,9.205006734526199e-05,0.00020096463022508038,0.0,0.0,0.00020096463022508038
1601895,4424787,0.0,0,0,108,0,2,4.4868603856113426e-05,3.328303690231829e-05,0.00034804897033106804,0.0,3.054453154534268e-12,0.0008854820961450852,0.0005024115755627009,0.00010048231511254019,0.0,0.00020096463022508038
4538043,4347620,0.0,0,0,77,0,2,2.8785923647081138e-05,3.280659369933921e-05,2.2230297013956586e-11,1.0053361516510327e-49,0.0,2.681082592241534e-55,0.00023445873526259378,0.0,0.00033494105037513397,3.34941050375134e-05
2494024,1709398,0.0,0,0,36,0,2,2.8785923647081138e-05,2.8785923647081138e-05,2.0054483135204933e-10,2.858199635833994e-55,0.0,0.0,0.00020096463022508038,0.0,0.00020096463022508038,0.0
2380958,648703,0.0,0,0,63,0,2,3.280659369933921e-05,6.650950874230807e-05,2.1964311642749738e-10,0.0,7.477753250438455e-13,0.00017314487095264358,0.0002679528403001072,3.34941050375134e-05,0.0,0.00023445873526259378
3786904,871332,0.0,0,0,36,0,2,2.8785923647081138e-05,4.073119489208165e-05,3.2450497653369075e-09,0.0,0.0,0.0004883149694945651,0.00020096463022508038,0.0,0.0,0.00020096463022508038
2705657,852814,0.0,0,0,36,0,2,2.8785923647081138e-05,4.2656228942612955e-05,1.3482247651929316e-53,0.0,0.0,6.240647172660931e-05,0.00020096463022508038,0.0,0.0,0.00020096463022508038
2867762,2832683,0.0,0,0,12,0,2,2.8785923647081138e-05,5.3813527165686126e-05,5.3736998696829706e-08,0.0,0.0,4.804135120592742e-05,0.00020096463022508038,0.0,0.0,6.69882100750268e-05
4814135,2585300,0.0,0,0,36,0,2,2.8785923647081138e-05,0.000116091901924685,5.82396291628227e-10,0.0,0.0,1.842763569936511e-06,0.00020096463022508038,0.0,0.0,0.00020096463022508038
1488632,297642,0.0,0,0,36,0,2,2.8785923647081138e-05,3.050763544462415e-05,2.858199635833994e-55,0.0,0.0,0.0015124875278110183,0.00020096463022508038,0.0,0.0,0.00020096463022508038
