user_id,business_id,text,date,compliment_count
29yBaTFMSh-l6wNwy9d_mA,jaJnPIX9VxsFyfV5zQwk0g,Lots of people on the second floor!,2011-01-01 23:54:04,0
qvvpeBLkV4Shx0Teh87lPA,XXGzCIcxzAZ6H98mxZbdqA,Um. All kinds of awesome!  Big clean and all the Chinese and western groceries you can imagine.,2010-04-26 15:34:54,0
R_wlZO-jKFGEVJnSfWISqQ,Z15a7_8FQ82_baSJiqMoIw,Tons of wing flavors...,2012-08-03 21:54:49,0
aoO6EXKupIDDDMMK4PG-iw,e7207sqC-pSn6GIf31ikhQ,Birthday breakfast!,2013-02-21 13:29:23,0
we_ONmXR0wP5-Ejx9AbIAA,JTl1nXrukJTScI0Uz0x2Fg,"Try the green gables IPA, it is delicious!!",2016-11-18 20:23:00,0
akUC5qP68u0_frTwHLl61w,IBxD5xo8o3FDquF1dkA31g,Save room for a yummy scone!,2013-02-19 20:45:57,0
syA7uYoDjohc7gWBWaEZmw,V3U21fM0in_0qpKUMYPNOw,"15 dollar credit card minimum, no AMEX",2012-03-19 01:47:32,0
xceJT1G2Yhel3W2lRxRTDA,enzgrlkltK3PO-KGg1pkSQ,Mani/Pedi for $15.,2012-07-27 19:27:17,0
mEiQo6a56dtSXlZEl4F1rQ,11fdZ98T5ddYgc12bp99PQ,You can order custom rolls if you ask nicely ;),2017-09-22 06:21:10,0
330erZ8TCzA2eoexQMATBg,6sKaAF8WhWyyCjfZr2Rfsg,Last time... =(,2011-04-07 01:04:16,0
T1jicY-vxpCOTl5SIdVLxg,_sOni_t0FvAQuUDBEGe3Gg,Busy tonight,2012-03-11 07:31:32,0
OGufU1fcIoHbnoo-ugWfDg,B1I54bu8w5MikyFr7IUD7A,"Dr. Spilotro is the best, awesome staff",2017-06-28 18:06:39,0
2sNEKxKcGaTVBJiokqp9Zg,Yk7fxB4-8MeFd6HkEF8wsA,Super friendly! This is the ONLY Starbucks drive thru in Gilbert and it takes FOREVER!!,2014-03-28 19:23:08,0
kkbZPTl9Q4KVwMMBxTCiUQ,fN_I3jP7RD2llubTvhXtKQ,Red velvet pancakes. Seriously..... can't take picture. They are devoured.,2017-11-17 17:04:26,0
PIaq7y05SdYBqISlNEpagQ,FzY_eaGmRAOG1TvLKTrsnw,Hurry!  My Hot Stone Massage Special is about to expire!,2011-07-14 23:31:37,0
anHzk1C0oQRtfuDj74p2RQ,9a3DrZvpYxVs3k_qwlCNSw,Mama Mia!,2011-07-15 01:26:26,0
N3ELg9zITVB5Ij1Cnr1wKA,urWkq22ug6ppT4a6aSPwhA,My first time eating a bahn mi and pho. The food here is excellent!,2016-01-14 00:22:34,0
9uE0smG2bwgkI95RPj0lPQ,E9aC5bLfXdQVZ5csvLuLJg,Green papaya salad not good.  Papaya sliced too thick and not enough fish sauce or flavoring. Portion small for price.,2012-01-08 21:40:43,0
rNjgVKaBh1PlUA6dYB6EUw,zvQIEpJUmLLmMMffNntHXQ,Gas price 3.49 regular,2014-06-07 19:16:12,0
tAw16nAiAcAm8V7H1dQ2eg,OjnRf8yDGEBCoUDdchSViw,Yay hushpuppies!,2012-10-06 02:19:39,0
VqBSNxY9nbGdUGZ5fnhudA,fCq3AVUzWDarScN020AcjQ,"The iced kicker is a must, and if you have little ones a chocolate milk with whip cream.",2016-04-17 18:26:57,0
5wT0vDycEzgq95yVCZ60Aw,sDT7CvVLsPG1JizVddhxzg,Grill marinated porkchop w julienned pork and steamed eggs...yum,2011-04-15 03:38:54,0
Hc2tC2TDMD1wDjp8aCq7jA,FgPANtTwZqXB-edLkZTXQg,Worst. Mexican. Ever.,2010-03-13 20:52:19,0
AIHzJz0AvTq0FxCLtBhOZA,yNPh5SO-7wr8HPpVCDPbXQ,Yet another Business Journal event.,2012-03-23 00:07:55,0
evDmfYHbxqDAy8_27bAUNg,GHS1rVjO-RMcRB6WJLpCDQ,Put lots of sunblock!,2011-07-18 01:49:00,0
_RvEDmpbQZulEdAV590QKg,xQLs0A2dzgXgJq6K2U_UUA,Annoying they don't offer baby and me movies throughout the week in a 'hood full of moms!!,2012-01-09 19:46:53,0
FSJDnMPHNOpZrqR1wHp53A,xWcFzMj1ekDoP1pg3IHPMQ,The toffee and the caramel cake are delicious!,2015-01-12 17:57:03,0
Q6OjHSEwO55rGLo0Wczoug,aWVoSYc6LJLT2FrXfsFdHw,"Great service, on time, explained everything and very friendly.",2017-09-19 15:36:33,0
DiGzInTxDfhDGZe2ulXiwQ,kVXyz0mYd7NaGuGdM_VMeQ,Great bakery. Awesome tasty baked goods. Affordable  prices.,2015-12-31 05:44:31,0
KGQZvfuthc12iq7p_VzX-w,EXMLrw5uxng5z-T9Z2X8oA,Super nice staff in a busy shop,2012-10-06 19:54:17,0
T9xfkjF1R0a_fIjZ-7Hofw,Mn6PbumS7GL2v3jPilTaeg,Ohh !!!! This place is Awesome.. Their Lamb chops are dying for...love coming here...,2013-06-05 01:00:37,0
5G0RQ4kAsBOPSJsKwWnaSg,mlkVAm2DkGnKnNVR1AnQLA,"One of the best locations because the staff are always super nice, accommodating and hard working!",2017-06-18 16:59:17,0
vIsEJsMbPGOVsSp04cc6EQ,Xwf022IffmZPq6V25iomDg,We have 5 chairs left for face time networking.  Www.facetimenetworking.com,2012-05-18 20:39:45,0
RieCsZdS5b_I3p7lB6mo0Q,7nv7W2ZaY8BJ9KZ-xF5vYQ,Fuggit-about it it's cool learn a lot about the real Vegas!,2012-07-25 03:35:40,0
AuSB69SSnaPNTwwbFk93MQ,bAHDSbpJE3kKJkW9OBgOyw,"Very nice, helpful and fast! Helped me every step along the way.",2018-03-23 16:57:09,0
40m0541Z_KexYkdvvqHJIQ,7SJoMX5ti-VoEsEW6mJLRA,"Amazing talent, beautiful building, incredible orchestra but not enough estrogen in the world to make me suffer through another 3 hours.",2012-10-08 17:44:35,0
pkpzIhX1mNzLLEEyj4syKQ,-ME7F1xPHdtyje-SzQPnkw,"On their Sunday afternoon sessions - they provide the orange juice, you provide the champagne! Yay mimosas!",2015-01-11 16:20:51,0
YB2SZbMgQHBOGOIsBK2Tkg,maIam6HyU4FB_sBIk9ippA,"If you hit ""max bet"" on one of the machines it will bet all the money you have in there.....the bartender will tell you after.....rip off",2016-08-04 19:10:24,0
li7AtdY322dAqBGicsgL0g,1HD5iUUfVJDbfEBIn9yVhw,"They now have PUDDING here! For those who don't wanna make the drive to Yo & I, make your own house special here.",2014-09-30 00:36:07,0
SxcN4e5SKNhZ4wfEUbAMRA,gY95Q7BVB636-tAcDqC9Ww,Good Mexican food quick. Good prices and family oriented. The price is good and definitely will be back again. The tableside guacamole is cool too.,2015-01-11 22:10:08,0
xTHoZ5p6P0SGr3Hh7PXQ_Q,GlRyWZMitKSTLufCPx6xkQ,Tip in cash.,2016-11-23 23:16:58,0
KQm9OgdujLZiMRTksmj83w,W9YgQFWP1PkhYq7NtGLMXA,Remodeling time!,2010-04-24 16:35:01,0
D6iI_B7BFRGrNgDcZcojmw,9B1ivc2ztvI8XDJ5TeE5eA,Terrible service and staff. Be careful if you are gonna complain about something. Manager or staff WILL LECTURE YOU. Stay away.,2013-08-24 02:38:49,0
uPDo46xDK_DDqMChG-wYaw,6oKZoCI_0ePyzfRqSFMBig,One of my favorite places!!,2014-06-08 02:20:51,0
wxeTtPILiMl1L-yBB-D2HA,1hkksm102yQY1DyfTPSzmA,Dinner time! Really just to make Katie happy. ;),2011-04-17 00:31:47,0
IMkif9yrPAxj-0-nrrgTBA,7sb2FYLS2sejZKxRYF9mtg,"Be sure to try the pork belly, baked lobster roll, and jalapeño bombs. For desert, homemade black sesame blanc manger, and green tea panna cotta. (And mochi! Always mochi! )",2014-03-15 04:35:13,0
PcBKCHMhV0pxmYjzGUKmYg,Ax2JxfCUjfBkRxcqfA4QLw,No PB2 powdered peanut butter. Boo :(,2012-03-12 22:34:09,0
6GJQc7rRKi2AeS1j48LorA,DgnIqlqYXdeg0UtSRaKcLQ,"Totally AWESOME food, I was taken with the flavor and the presentation of it all!!!!",2015-01-16 03:40:26,0
Ryxj0u0AW3mRsRypdYli2A,2SfSzEd3B7WimeZac23zhg,Delicious food and friendly service,2017-06-19 04:13:21,0
T1jicY-vxpCOTl5SIdVLxg,sw3uJ-R5u8_VnJ_RrC15bg,Better than the one last night..i like the cold beer room in this heat :),2012-08-05 23:25:05,1
DBTa2O0kM6MqwP6IOTp_og,CqVdLcbyZzfAjeCD1qEBZQ,Permanantly closed...,2014-03-16 20:45:34,2
BqAMAM9wkjUyOJzqYOHg5g,bNqBMZ00lnhhfxzV8OhLfQ,Southern BBQ in Markham?! Whuuut?!,2013-06-01 20:30:47,0
cCtB72I6FfLDcU7Zk67N9g,PVdy4harWpqcqQZH8mZXkg,Closed for business,2012-07-22 01:25:31,0
uS6-ArpRRwk768bRcU7Hrg,nwHd2MbIGz0SNG8GpFjekw,"Taco Tuesday, AGAIN!!!! $1 street tacos. Everything but carne asada. The best.",2017-09-19 19:20:36,0
iyhqoE49PTX2VNITzpDw6w,-UWSsdJMRYU7L2UpyusyMg,"They not only checked my tire for nails, but they checked everything else, including my battery.",2012-01-03 18:09:12,0
PuCMCx8LvgUWgZhnt2PHJg,X-b4-QvZLENnf3yFwhpSXQ,Sundays are so much fun for those of you with young kiddos. Stop by to find out why...,2014-06-07 20:30:18,0
_5uUOcTyKK1pQYwAL-Xrnw,6qDRqHWqf0EeHupSUEBfKg,Not open on Sunday. Great BBQ place and is worth the drive for those in surrounding areas.,2014-08-25 18:23:14,0
X0dnuT43dT-EyKOGgwN04w,XsSgv3vBOyOBXn3Co8EVIg,love it missingit,2015-02-05 08:32:25,0
Rep7MccZrj-iHLS_hBHr1A,LsyW2kRAP0HYYP0Qov4Kng,Free naan if you stay and eat,2014-09-12 22:30:50,0
