Id,Predictions
236,0.6155418470418471
237,0.6708333333333334
238,1.0
239,0.0
240,0.4476666666666667
241,0.35
242,0.0
243,0.49
244,0.0
245,1.0
246,0.96
247,0.93
248,1.0
249,0.9220357142857145
250,0.9103809523809524
251,0.49
252,0.95
253,0.9916666666666667
254,0.28
255,0.71
256,0.5
257,0.77
258,0.01
259,0.17
260,0.9103809523809524
261,0.3
262,0.97
263,0.96
264,0.79
265,0.96
266,0.93
267,0.97
268,0.48
269,0.9
270,0.45
271,0.92
272,0.77
273,0.97
274,0.63
275,1.0
276,0.12
277,0.97
278,1.0
279,0.89
280,0.64
281,0.9
282,0.57
283,0.9275
284,0.509952380952381
285,0.91
286,1.0
287,0.95
288,0.4845476190476191
289,0.02
290,0.71
291,0.3466666666666666
292,0.509952380952381
293,0.52
294,0.9816666666666666
295,0.8271691919191916
296,0.33
297,0.77
298,1.0
299,0.6778333333333333
300,0.64
301,0.97
302,0.91
303,0.12
304,0.68
305,0.0
306,0.0
307,0.09
308,0.38
309,0.6
310,0.79
311,0.97
312,1.0
313,0.57
314,0.49
315,0.29
316,0.82
317,0.06
318,0.81
319,0.7218809523809522
320,0.29
321,0.0
322,0.93
323,0.9766666666666666
324,0.9396666666666667
325,0.96
326,0.79
327,0.93
328,0.0
329,0.91
330,0.40004761904761904
331,0.01
332,0.61
333,0.9059999999999999
334,0.98
335,0.76
336,0.1716666666666667
337,0.01
338,0.4743333333333332
339,0.88
340,0.8239642857142856
341,0.28
342,0.0
343,0.99
344,0.95
345,0.45
346,0.0
347,1.0
348,0.975
349,0.26
350,0.23
351,0.68
352,0.68
353,0.35
354,0.66
355,0.27
356,0.96
357,0.56
358,0.01
359,0.86
360,0.93
361,0.72
362,0.83
363,0.05
364,0.0
365,0.71
366,0.87
367,0.97
368,0.0
369,0.32
370,0.1775
371,0.0
372,0.73
373,0.1
374,0.12
375,0.92
376,0.94
377,0.88
378,0.97
379,1.0
380,1.0
381,0.0
382,0.34
383,1.0
384,0.41
385,0.42
386,0.96
387,0.34
388,0.45
389,0.5222619047619047
390,0.13
391,0.62
392,0.24
393,0.0
394,0.8
395,0.99
396,0.7731666666666667
397,0.95
398,0.6139503968253966
399,0.53
400,0.98
401,0.0
402,0.84
403,0.59
404,0.04
405,1.0
406,0.94
407,0.81
408,0.55
409,0.16
410,0.52
411,0.86
412,0.0
413,0.36161904761904773
414,0.0
415,0.17
416,0.77
417,0.7
418,0.9570079365079365
419,0.4845476190476191
420,0.8231666666666668
421,1.0
422,0.0
423,0.99
424,0.61
425,0.17
426,0.96
427,1.0
428,0.69
429,0.78
430,0.6
431,0.3573571428571429
432,0.14
433,0.9166666666666667
434,0.9973214285714286
435,0.9975
436,0.8005476190476192
437,0.01
438,0.36
439,0.98
440,0.65
441,0.95
442,0.8781309523809524
443,0.01
444,0.94
445,0.91
446,0.89
447,0.03
448,1.0
449,0.57
450,0.59
451,0.98
452,0.9
453,0.99
454,0.05
455,0.97
456,0.14
457,0.84
458,0.7986666666666667
459,0.89
460,0.93
461,0.0
462,0.87
463,0.99
464,0.03
465,0.98
466,0.95
467,0.8
468,0.6193571428571429
469,0.33
470,0.89
471,0.30002380952380947
472,0.66
473,0.0
474,0.805
475,0.95
476,0.6921666666666667
477,0.9
478,0.73
479,0.99
480,0.4
481,0.89
482,0.54
483,0.76
484,0.21
485,0.75
486,0.77
487,0.13
488,0.99
489,0.81
490,0.27
491,0.36
492,0.2
493,0.98
494,0.07
495,0.87
496,0.176
497,0.0
498,1.0
499,0.358
500,1.0
501,0.96
502,0.5534523809523809
503,0.26
504,0.64
505,0.81
506,0.0
507,0.56
508,0.69
509,0.6362261904761904
510,0.05
511,0.5423333333333334
512,0.88
513,0.5465
514,0.7933333333333334
515,0.95
516,0.888
517,0.1664761904761905
518,1.0
519,0.94
520,0.82
521,0.19
522,0.99
523,0.93
524,0.78
525,0.88
526,1.0
527,0.96875
528,0.92
529,1.0
530,0.62
531,0.98
532,1.0
533,0.89
534,0.6652121212121211
535,0.7662817460317457
536,0.67
537,0.92
538,0.74
539,0.95
540,0.0
541,0.9458333333333333
542,1.0
543,0.99
544,0.99
545,0.28
546,0.77
547,0.7
548,0.55
549,0.03
550,0.8
551,0.93
552,0.92
553,0.67
554,0.26
555,0.95
556,0.94
557,1.0
558,0.22400000000000003
559,0.81
560,0.47
561,0.06
562,0.25
563,0.88
564,0.98
565,0.94
566,0.02
567,1.0
568,0.95
569,0.0
570,0.087
571,0.98
572,0.65
573,0.97
574,0.95
575,0.59
576,0.1225
577,0.81
578,0.99
579,0.39
580,0.6151746031746032
581,0.92
582,0.68
583,0.94
584,0.94
585,0.78
586,0.68
587,0.14
588,0.69
589,0.15
590,0.68
591,0.6
592,0.0
593,0.78
594,0.99
595,0.9
596,0.996
597,0.2
598,0.149
599,0.94
600,0.98
601,0.05
602,0.6185
603,0.93
604,1.0
605,0.0
606,0.18
607,0.88
608,0.02
609,0.56
610,0.67
611,0.93
612,0.85
613,0.15
614,1.0
615,0.0
616,0.85
617,0.0
618,0.24
619,0.6106666666666666
620,0.88
621,0.87
622,0.05
623,0.85
624,1.0
625,0.83
626,0.94
627,0.3533333333333333
628,0.73
629,0.67
630,0.27
631,0.95
632,0.91
633,1.0
634,0.77
635,0.81
636,1.0
637,0.8
638,0.67
639,0.99
640,0.83
641,0.95
642,0.67
643,0.105
644,0.99
645,0.9359999999999999
646,0.9
647,0.29
648,0.0
649,0.79
650,0.15
651,0.0
652,0.9103809523809524
653,0.7395039682539682
654,1.0
655,0.99
656,0.14800000000000002
657,0.35
658,0.9
659,0.72
660,1.0
661,0.93
662,0.8
663,0.9016666666666667
664,0.3171666666666666
665,0.5486666666666666
666,0.99
667,1.0
668,0.99
669,0.0
670,0.92
671,0.9440000000000002
672,0.98
673,0.9763333333333333
674,0.96
675,0.92
676,0.86
677,1.0
678,0.1
679,1.0
680,0.1
681,0.6275
682,0.62
683,0.99
684,1.0
685,0.1
686,0.25
687,0.01
688,0.45
689,0.27
690,0.0
691,0.59
692,0.84
693,0.93
694,0.27
695,0.14
696,0.6708333333333334
697,0.16533333333333336
698,0.25
699,0.91
700,0.5504523809523809
701,0.91
702,0.66
703,0.4868333333333333
704,0.0
705,0.97
706,0.01
707,0.89
708,0.55
709,0.9
710,0.6733333333333335
711,0.77
712,0.25
713,0.8302658730158732
714,0.11
715,0.71
716,0.96875
717,0.8
718,0.1
719,0.93
720,0.0
721,0.26
722,1.0
723,0.65
724,0.17
725,0.94
726,0.93
727,0.66
728,0.15
729,0.88
730,0.17
731,0.95
732,0.7342301587301585
733,0.26
734,0.4857478354978354
735,0.47833333333333333
736,1.0
737,0.0
738,0.78
739,0.89
740,0.73
741,0.59
742,0.81
743,0.99
744,1.0
745,0.12
746,0.57
747,0.91
748,0.3084841269841269
749,0.93
750,0.36
751,0.91
752,1.0
753,0.72
754,0.5126666666666666
755,0.72
756,0.9973214285714286
757,0.37
758,1.0
759,0.61
760,0.9424999999999999
761,0.7256666666666667
762,0.45
763,1.0
764,0.01
765,0.9973214285714286
766,0.10916666666666668
767,0.44
768,0.12
769,0.79
770,0.3356666666666666
771,0.58
772,0.03
773,0.98
774,1.0
775,0.61
776,0.55
777,0.08166666666666668
778,0.95
779,0.5
780,0.85
781,0.83
782,0.0
783,0.94
784,0.83
785,0.81
786,0.83
787,1.0
788,0.34
789,0.82
790,0.64
791,0.83
792,0.9241666666666666
793,0.4
794,0.85
795,0.88
796,0.14
797,0.05
798,0.04
799,0.88
800,0.67
801,0.01
802,0.21
803,0.63
804,0.92
805,0.87
806,0.99
807,0.7385941558441556
808,0.94
809,0.16
810,0.89
811,0.83
812,0.11
813,0.95
814,0.37
815,0.96
816,0.73
817,0.97
818,0.06
819,0.0
820,0.3808333333333333
821,0.01
822,0.9
823,0.0
824,0.0
825,0.82
826,0.5511666666666667
827,0.5
828,0.31
829,0.93
830,0.56
831,1.0
832,0.21
833,0.6
834,0.879
835,0.9783333333333333
836,0.52
837,0.135
838,0.96
839,0.49
840,1.0
841,0.87
842,0.795
843,1.0
844,0.16
845,0.0
846,0.96
847,0.07
848,0.46
849,0.16
850,0.9906060606060606
851,0.0
852,0.84
853,0.34
854,0.5504523809523809
855,0.65
856,0.1
857,0.83
858,0.18
859,0.87
860,0.89
861,0.99
862,0.99
863,0.0
864,0.0
865,0.7693690476190476
866,0.94
867,1.0
868,0.22
869,0.975
870,0.97
871,0.14
872,0.91
873,1.0
874,0.44
875,0.83
876,0.98
877,0.9091666666666666
878,0.47
879,0.93
880,1.0
881,0.65
882,1.0
883,0.86
884,0.0
885,0.6800079365079363
886,0.91
887,0.88
888,0.99
889,0.6
890,0.74
891,0.55
892,0.97
893,0.6558333333333333
894,0.0
895,0.5008333333333332
896,0.7662817460317457
897,1.0
898,0.07
899,0.5
900,0.37
901,0.23
902,1.0
903,0.99
904,0.61
905,0.5218333333333334
906,0.74
907,0.75
908,0.08
909,1.0
910,0.86
911,0.03
912,0.28
913,0.29
914,0.36
915,0.93
916,0.4331904761904763
917,0.92
918,0.93
919,0.96
920,0.5666666666666668
921,0.99
922,0.6458333333333333
923,0.48200000000000015
924,0.23657936507936508
925,0.94
926,0.01
927,0.2
928,0.35
929,0.56
930,0.73
931,0.12
932,0.0
933,0.56
934,0.0
935,0.73
936,0.74
937,0.92
938,0.71
939,1.0
940,0.05
941,0.0
942,1.0
943,0.991
944,0.12
945,0.01
946,0.82
947,0.62
948,0.99
949,1.0
950,0.42
951,0.3160515873015873
952,0.6106666666666666
953,0.0
954,0.79
955,0.3509365079365079
956,0.94
957,0.27
958,0.29
959,0.15
960,0.89
961,0.64
962,0.03
963,0.97
964,0.89
965,0.97
966,0.01
967,0.1945
968,0.99
969,0.35
970,0.92
971,0.12
972,0.52
973,0.37
974,0.66
975,1.0
976,0.4276666666666666
977,0.45
978,0.95
979,0.0
980,0.31
981,0.07
982,0.28
983,0.0
984,1.0
985,0.95
986,0.96
987,0.11
988,0.83
989,0.83
990,0.03
991,0.51
992,0.0
993,0.88
994,0.03
995,0.29
996,0.03
997,0.23657936507936508
998,0.66
999,0.9702222222222221
1000,0.95
1001,0.79
1002,0.0
1003,0.67
1004,0.7
1005,0.93
1006,0.97
1007,0.41
1008,0.92
1009,1.0
1010,0.89
1011,0.3
1012,0.7629166666666667
1013,0.38
1014,1.0
1015,0.98
1016,0.94
1017,0.99
1018,0.39
1019,0.46
1020,0.99
1021,0.8
1022,0.88
1023,0.0
1024,1.0
1025,0.20916666666666664
1026,0.047357142857142855
1027,0.41
1028,0.79
1029,0.96875
1030,0.92
1031,0.74
1032,1.0
1033,0.02
1034,0.75
1035,0.97
1036,0.5
1037,0.0
1038,0.39
1039,0.8
1040,1.0
1041,0.79
1042,0.7629166666666667
1043,1.0
1044,0.9
1045,0.35
1046,0.99
1047,0.9702222222222221
1048,0.75
1049,0.88
1050,0.73
1051,1.0
1052,0.0
1053,1.0
1054,0.83
1055,0.42
1056,0.22
1057,0.5144999999999998
1058,0.91
1059,0.39
1060,0.77
1061,0.98
1062,0.07666666666666667
1063,0.97
1064,0.6
1065,0.3
1066,1.0
1067,0.003333333333333333
1068,0.63
1069,0.5628333333333332
1070,0.6781904761904762
1071,0.98
1072,0.99
1073,0.0
1074,0.02
1075,0.85
1076,0.97
1077,0.74
1078,0.99
1079,0.94
1080,0.10128571428571428
1081,0.63
1082,0.03
1083,0.75
1084,0.98
1085,0.37
1086,0.0
1087,0.74
1088,0.83
1089,0.1
1090,0.9
1091,0.06
1092,0.6316190476190475
1093,0.8819105616605616
1094,0.6
1095,0.97
1096,0.16
1097,1.0
1098,0.03
1099,0.77
1100,0.98
1101,0.96
1102,0.69
1103,0.07833333333333334
1104,0.31
1105,0.67
1106,0.13
1107,0.76
1108,0.88
1109,0.9133333333333333
1110,0.15
1111,0.47
1112,0.29
1113,0.97
1114,0.83
1115,0.97
1116,0.44999999999999996
1117,0.9
1118,0.91
1119,0.46
1120,0.96
1121,0.78
1122,0.24
1123,0.8
1124,0.66
1125,0.51
1126,0.6708333333333334
1127,0.25
1128,0.0
1129,0.44
1130,0.98
1131,0.7
1132,0.36
1133,0.91
1134,0.81
1135,0.03
1136,0.01
1137,0.56
1138,0.9416666666666665
1139,0.88
1140,1.0
1141,0.22
1142,0.42
1143,1.0
1144,1.0
1145,0.879
1146,0.0
1147,0.19
1148,0.95
1149,0.4871428571428572
1150,0.98
1151,0.97
1152,0.95
1153,0.16
1154,0.77
1155,0.24
1156,0.0
1157,0.33
1158,0.9
1159,0.15583333333333335
1160,0.15249999999999997
1161,0.9975
1162,0.81
1163,0.78
1164,1.0
1165,0.55
1166,0.10516666666666666
1167,0.96
1168,0.8
1169,0.83
1170,0.94
1171,0.2869761904761904
1172,0.7491666666666668
1173,0.84
1174,0.7922619047619047
1175,1.0
1176,0.28
1177,0.5543571428571429
1178,0.87
1179,0.26
1180,0.91
1181,0.99
1182,0.11
1183,0.01
1184,0.5901428571428571
1185,0.97
1186,0.0
1187,0.67
1188,0.98
1189,0.81
1190,0.62
1191,0.98
1192,1.0
1193,1.0
1194,0.509952380952381
1195,0.82
1196,0.75
1197,0.0
1198,0.98
1199,0.86
1200,1.0
1201,0.0
1202,0.93
1203,0.57
1204,0.04
1205,0.57
1206,1.0
1207,0.94
1208,0.2
1209,0.94
1210,0.57
1211,0.23
1212,0.16161111111111112
1213,0.43
1214,0.68
1215,0.98
1216,0.04
1217,0.89
1218,0.04
1219,0.0
1220,0.76
1221,0.93
1222,0.0
1223,0.84
1224,1.0
1225,0.63
1226,0.39
1227,0.85
1228,0.08
1229,0.76
1230,0.97
1231,0.0
1232,1.0
1233,0.98
1234,0.94
1235,0.14
1236,0.83
1237,1.0
1238,0.44
1239,0.99
1240,0.39
1241,0.64
1242,0.93
1243,0.82
1244,0.84
1245,0.92
1246,1.0
1247,0.02
1248,0.0
1249,0.14
1250,0.97
1251,0.25
1252,0.6119761904761905
1253,0.87
1254,0.99
1255,0.31
1256,0.3
1257,0.4331904761904763
1258,0.68
1259,1.0
1260,0.36
1261,0.7385941558441556
1262,0.76
1263,0.08
1264,0.92
1265,0.019
1266,0.82
1267,0.83
1268,0.78
1269,0.3
1270,0.93
1271,0.83
1272,0.49
1273,0.81
1274,0.3356666666666666
1275,0.4
1276,0.99
1277,0.97
1278,0.28
1279,0.12
1280,0.9416666666666665
1281,0.98
1282,0.14
1283,0.28
1284,0.23
1285,0.27
1286,0.64
1287,0.78
1288,0.5303333333333333
1289,1.0
1290,0.38
1291,0.56
1292,0.5901428571428571
1293,0.42
1294,0.38
1295,1.0
1296,0.31
1297,0.86
1298,1.0
1299,0.15
1300,0.67
1301,0.31
1302,0.08
1303,0.41
1304,0.98
1305,0.0
1306,0.89
1307,0.4532142857142858
1308,1.0
1309,0.36161904761904773
1310,0.71
1311,0.91
1312,0.0
1313,0.4868333333333333
1314,0.48
1315,0.0
1316,0.87
1317,0.91
1318,0.5261666666666666
1319,0.19
1320,0.86
1321,0.9570079365079365
1322,1.0
1323,1.0
1324,0.0
1325,0.5223333333333333
1326,0.99
1327,1.0
1328,0.6316190476190475
1329,0.22
1330,0.4
1331,0.105
1332,0.81
1333,0.7218809523809522
1334,0.32
1335,1.0
1336,0.7857936507936506
1337,1.0
1338,0.47
1339,0.02
1340,0.36
1341,0.85
1342,0.87
1343,0.39
1344,0.92
1345,0.9
1346,0.44
1347,0.49140079365079375
1348,0.53
1349,0.65
1350,0.97
1351,0.96
1352,0.0
1353,0.56
1354,0.11
1355,0.0
1356,0.99
1357,0.65
1358,0.98
1359,0.66
1360,0.07
1361,0.69
1362,0.4613730158730159
1363,0.93
1364,0.11
1365,0.88
1366,0.73
1367,0.98
1368,0.39
1369,0.5634523809523809
1370,0.10516666666666666
1371,0.5126666666666666
1372,0.63
1373,0.95
1374,0.79
1375,0.05
1376,0.62
1377,0.76
1378,0.04
1379,0.96
1380,0.71
1381,0.6119761904761905
1382,0.0
1383,0.43
1384,0.7
1385,0.0
1386,0.0
1387,1.0
1388,0.9
1389,0.01
1390,0.85
1391,0.08
1392,0.8
1393,0.5
1394,0.21833333333333332
1395,0.74
1396,0.98
1397,0.84
1398,0.25
1399,0.0
1400,0.26
1401,0.9
1402,0.9906060606060606
1403,0.91
1404,0.96
1405,0.8165952380952382
1406,1.0
1407,0.61
1408,0.0
1409,0.85
1410,0.057999999999999996
1411,0.1
1412,0.04166666666666666
1413,0.95
1414,0.66
1415,0.16
1416,0.105
1417,1.0
1418,0.09
1419,1.0
1420,0.58
1421,0.85
1422,1.0
1423,0.36
1424,0.06
1425,0.0
1426,0.29
1427,1.0
1428,0.82
1429,0.79
1430,0.07866666666666665
1431,0.18
1432,0.2
1433,0.74
1434,0.12
1435,0.85
1436,1.0
1437,0.685452380952381
1438,0.29
1439,0.815
1440,0.99
1441,0.85
1442,0.0175
1443,0.08366666666666667
1444,0.96
1445,0.99
1446,0.91
1447,0.0
1448,0.32
1449,0.0
1450,0.62
1451,0.6574523809523808
1452,1.0
1453,1.0
1454,0.91
1455,0.7
1456,0.9
1457,0.62
1458,0.9988888888888888
1459,0.21
1460,0.7946150793650795
1461,0.01
1462,1.0
1463,0.38
1464,0.04873015873015873
1465,1.0
1466,0.02
1467,0.6733333333333335
1468,0.88
1469,0.01
1470,1.0
1471,0.91
1472,0.0
1473,0.30002380952380947
1474,0.76
1475,0.99
1476,0.32
1477,0.94
1478,0.0
1479,0.53
1480,0.0
1481,0.18
1482,0.69
1483,0.95
1484,0.81
1485,0.18
1486,0.38
1487,0.97
1488,0.35
1489,0.32
1490,0.69
1491,0.5521666666666667
1492,0.31
1493,0.9
1494,0.95
1495,0.87
1496,0.27
1497,0.61
1498,0.9
1499,0.22
1500,0.25
1501,0.6106666666666666
1502,0.94
1503,0.97
1504,0.3908333333333334
1505,0.91
1506,0.4868333333333333
1507,0.65
1508,0.31
1509,0.0
1510,0.08
1511,0.0
1512,0.91
1513,0.88
1514,0.99
1515,0.98
1516,0.7533333333333334
1517,0.01
1518,0.9616666666666666
1519,0.81
1520,0.9
1521,0.18
1522,0.9540000000000001
1523,0.97
1524,0.57
1525,0.19
1526,0.93
1527,0.96
1528,1.0
1529,0.93
1530,0.85
1531,0.94
1532,0.88
1533,0.38
1534,0.88
1535,0.55
1536,0.2592857142857143
1537,0.0
1538,0.26
1539,0.0
1540,0.96
1541,0.38
1542,0.84
1543,0.0
1544,0.609
1545,0.26
1546,1.0
1547,0.7
1548,0.1965
1549,0.34
1550,0.5
1551,0.52
1552,0.99
1553,0.7385941558441556
1554,0.4
1555,0.87
1556,0.91
1557,0.27
1558,0.92
1559,0.38
1560,0.13185714285714287
1561,0.08166666666666667
1562,0.94
1563,0.88
1564,0.28107142857142864
1565,0.78
1566,0.32
1567,0.75
1568,0.72
1569,1.0
1570,1.0
1571,0.54
1572,0.72
1573,0.6
1574,0.86
1575,0.87
1576,0.79
1577,0.04
1578,1.0
1579,0.5
1580,0.3575
1581,0.885
1582,0.7344761904761903
1583,0.83
1584,0.09
1585,0.5318333333333335
1586,0.26
1587,0.96
1588,0.69
1589,1.0
1590,0.15
1591,0.75
1592,0.92
1593,0.0
1594,0.0575
1595,0.66
1596,0.33616666666666667
1597,0.97
1598,0.39
1599,0.66
1600,0.97
1601,0.94
1602,0.99
1603,0.44
1604,0.61
1605,0.0
1606,0.0
1607,0.26
1608,0.0
1609,0.75
1610,0.59
1611,1.0
1612,0.12
1613,0.64
1614,0.93
1615,0.8
1616,0.0
1617,0.21
1618,0.82
1619,0.24
1620,0.54
1621,0.97
1622,0.7032738095238094
1623,1.0
1624,0.94
1625,0.27
1626,0.36
1627,0.68
1628,0.95
1629,0.99
1630,0.08
1631,0.05
1632,0.26
1633,0.99
1634,1.0
1635,0.98
1636,0.78
1637,0.6745
1638,0.8239642857142856
1639,0.57
1640,0.49066666666666664
1641,0.97
1642,0.01
1643,0.91
1644,0.85
1645,1.0
1646,0.38
1647,0.72
1648,0.0
1649,0.29
1650,0.65
1651,0.98
1652,0.72
1653,0.13
1654,0.9
1655,0.95
1656,1.0
1657,0.95
1658,1.0
1659,0.25
1660,0.92
1661,0.49
1662,0.7
1663,0.95
1664,0.86
1665,0.96
1666,0.93
1667,0.8
1668,0.93
1669,0.74
1670,0.96
1671,0.97
1672,0.14916666666666667
1673,0.79
1674,0.0
1675,0.5051865079365079
1676,0.96
1677,0.5173333333333333
1678,0.54
1679,0.1475
1680,0.02
1681,0.86
1682,0.03
1683,0.08833333333333332
1684,1.0
1685,0.83
1686,0.0
1687,0.9
1688,0.9416666666666665
1689,0.61
1690,0.91
1691,0.86
1692,0.64
1693,0.016666666666666666
1694,0.0
1695,0.0
1696,0.35
1697,0.0
1698,0.46
1699,0.69
1700,0.10128571428571428
1701,0.74
1702,0.92
1703,0.69
1704,0.86
1705,0.72
1706,0.94
1707,1.0
1708,0.7846746031746034
1709,0.35333333333333333
1710,0.65
1711,0.63
1712,0.8775
1713,0.9825
1714,0.61
1715,0.01
1716,0.98
1717,0.93
1718,0.63
1719,1.0
1720,0.96
1721,0.46
1722,0.6
1723,0.08
1724,1.0
1725,0.96
1726,0.966
1727,0.97
1728,1.0
1729,0.58
1730,0.81
1731,0.42
1732,1.0
1733,0.92
1734,0.6
1735,0.24
1736,0.06
1737,0.86
1738,0.0
1739,0.91
1740,0.9645833333333335
1741,0.36
1742,0.36
1743,0.18
1744,0.96
1745,0.075
1746,0.02
1747,0.97
1748,1.0
1749,0.92
1750,1.0
1751,0.81
1752,0.98
1753,0.26
1754,0.9436190476190477
1755,0.49
1756,0.92
1757,0.8
1758,0.7048333333333332
1759,0.0
1760,0.93
1761,0.45
1762,0.83
1763,1.0
1764,0.01
1765,0.98
1766,0.76
1767,0.8
1768,0.88
1769,0.95
1770,0.04
1771,0.85
1772,0.95
1773,0.88
1774,0.6915357142857143
1775,0.95
1776,0.92
1777,0.58
1778,0.11
1779,0.96
1780,1.0
1781,0.87
1782,0.95
1783,1.0
1784,0.81
1785,0.9
1786,0.66
1787,0.28733333333333333
1788,0.93
1789,0.49140079365079375
1790,1.0
1791,0.99
1792,0.0
1793,0.43
1794,1.0
1795,0.96
1796,0.96
1797,0.5158333333333333
1798,0.14
1799,0.0
1800,0.885
1801,0.87
1802,0.0
1803,0.72
1804,0.95
1805,0.17
1806,1.0
1807,0.92
1808,0.2
1809,0.7256666666666667
1810,1.0
1811,0.3160515873015873
1812,0.62
1813,0.5
1814,0.8
1815,0.8
1816,0.72
1817,1.0
1818,1.0
1819,0.41
1820,0.1
1821,1.0
1822,0.93
1823,0.9533333333333335
1824,1.0
1825,0.95
1826,0.85
1827,0.7
1828,0.85
1829,0.29
1830,0.1
1831,1.0
1832,0.4
1833,0.68
1834,0.93
1835,0.78
1836,0.94
1837,0.13
1838,0.9091666666666666
1839,0.91
1840,0.28
1841,0.9540000000000001
1842,1.0
1843,0.73
1844,1.0
1845,0.0175
1846,0.96
1847,0.98
1848,0.9133333333333334
1849,0.84
1850,0.74
1851,0.03
1852,1.0
1853,0.4981666666666667
1854,0.99
1855,0.9046666666666667
1856,0.91
1857,0.9259999999999999
1858,0.04
1859,0.52
1860,0.5518333333333334
1861,0.0
1862,0.14
1863,0.34
1864,0.64
1865,0.9
1866,0.39
1867,0.52
1868,0.49
1869,0.1986666666666667
1870,1.0
1871,0.0
1872,0.24
1873,0.25
1874,0.98
1875,0.83
1876,0.26
1877,0.96
1878,0.0
1879,0.25
1880,0.97
1881,0.55
1882,0.94
1883,0.8767499999999999
1884,0.5303333333333333
1885,0.14
1886,0.4219999999999999
1887,0.16
1888,0.9
1889,0.49
1890,0.96
1891,0.4581666666666667
1892,1.0
1893,0.98
1894,1.0
1895,0.24
1896,0.24
1897,0.0
1898,0.9645833333333335
1899,0.97
1900,0.065
1901,0.8883333333333334
1902,0.04
1903,0.64
1904,1.0
1905,1.0
1906,0.05
1907,0.38
1908,0.76
1909,0.51
1910,0.64
1911,0.0
1912,0.0
1913,0.26
1914,0.91
1915,0.96
1916,0.0
1917,1.0
1918,0.84
1919,0.85
1920,0.83
1921,0.73
1922,0.94
1923,0.46
1924,0.98
1925,0.2875
1926,1.0
1927,0.96
1928,0.0
1929,0.58
1930,0.52
1931,0.26
1932,0.81
1933,0.96
1934,0.63
1935,0.94
1936,0.44
1937,0.01
1938,0.5261666666666668
1939,0.4845476190476191
1940,0.3586626984126984
1941,0.166
1942,0.46
1943,0.97
1944,0.06
1945,0.7
1946,0.12
1947,0.9566666666666666
1948,0.78
1949,0.0
1950,0.9766666666666666
1951,0.33
1952,0.03
