Source,Sink,Connected
377102,4838603,1
377102,826311,1
377102,4722800,1
377102,4418865,1
377102,1045098,1
377102,3616021,1
377102,3277813,1
377102,29749,1
377102,818321,1
377102,2184222,1
377102,2523714,1
2619379,3784976,1
2984603,3784976,1
448823,3784976,1
714035,3162385,1
3465568,3162385,1
3247133,3162385,1
729364,2102888,1
2102888,602106,1
602106,3046231,1
602106,1469111,1
602106,48042,1
48042,4736574,1
4736574,919201,1
4736574,4313144,1
4736574,3097733,1
4736574,2229152,1
4736574,954707,1
2619379,2048276,1
838809,2048276,1
808306,2048276,1
20388,532755,1
2757027,532755,1
2808502,532755,1
20388,1081619,1
448823,1081619,1
2661137,1081619,1
20388,3588368,1
4333556,4677915,1
275639,4677915,1
1570326,4677915,1
1548572,4391370,1
1548572,3218497,1
1548572,635595,1
1548572,2054763,1
1548572,3348807,1
1548572,2646775,1
1548572,2730347,1
1548572,4854981,1
1548572,2425909,1
1548572,2073748,1
1548572,1712462,1
1122,327965,1
3691952,327965,1
4687539,327965,1
20388,1802531,1
448823,1802531,1
714035,1802531,1
3473703,3873589,1
3873589,1813985,1
3873589,2668802,1
3873589,889228,1
3873589,1789475,1
3873589,116087,1
3873589,361121,1
3873589,1421091,1
3873589,1971663,1
3873589,4564385,1
3873589,2927918,1
20388,2392359,1
1669733,2392359,1
2930986,2392359,1
487639,1540392,1
3162560,1540392,1
230330,1540392,1
1376558,3856703,1
3856703,1673257,1
3856703,1309734,1
3856703,428697,1
3856703,4860727,1
3856703,2029216,1
2029216,1408546,1
2029216,1652992,1
2029216,4492644,1
4492644,956574,1
4492644,3486106,1
2810159,1601970,1
2810159,3104940,1
3104940,1684970,1
3104940,64925,1
3104940,752344,1
3104940,3054724,1
3104940,4270291,1
3104940,1901281,1
3104940,2532436,1
3104940,1020571,1
3104940,576154,1
2757027,598319,1
2619379,598319,1
2984603,598319,1
4202801,2456035,1
4202801,3045340,1
4202801,1889229,1
4202801,4767681,1
4202801,3904221,1
4202801,1371000,1
4202801,1242327,1
4202801,4665842,1
4202801,3105214,1
4202801,909291,1
4202801,404565,1
1989693,3350833,1
4113317,3350833,1
2083489,3350833,1
20388,3121459,1
4699022,3121459,1
3465568,3121459,1
3318070,3593265,1
3318070,2740141,1
2740141,4456287,1
2740141,507819,1
2740141,769050,1
2740141,1032898,1
2740141,2437337,1
2740141,1134838,1
2740141,1577653,1
2740141,4148534,1
2740141,1018864,1
2253113,250633,1
2253113,911914,1
2253113,168928,1
2253113,1535237,1
2253113,1848259,1
2253113,1996477,1
2253113,3495654,1
2253113,500739,1
500739,472868,1
500739,2956481,1
2956481,575477,1
4170044,2484064,1
4170044,3817046,1
4170044,4032328,1
4170044,613826,1
613826,2449547,1
613826,1749601,1
613826,1251283,1
613826,101182,1
613826,887605,1
613826,1685046,1
613826,2705859,1
4052990,336189,1
2742606,336189,1
3247133,336189,1
401726,947762,1
947762,3714595,1
3714595,2257711,1
2257711,3455503,1
2257711,4173739,1
2257711,653633,1
653633,3756910,1
653633,4445347,1
653633,1246433,1
653633,1086605,1
653633,1054633,1
1660431,3391808,1
892193,3391808,1
2958869,3391808,1
3356514,3277122,1
4300156,3277122,1
2029427,3277122,1
3383620,3177115,1
3383620,2097501,1
3383620,3084742,1
3383620,3724973,1
3383620,892636,1
3383620,1989292,1
1989292,973061,1
973061,3666967,1
973061,1560271,1
973061,4127686,1
973061,913302,1
2619379,4399430,1
2984603,4399430,1
1699324,4399430,1
2957639,136256,1
2957639,2451199,1
2957639,2319463,1
2957639,2412805,1
2957639,4593423,1
4593423,1562061,1
1562061,4523057,1
1562061,4091787,1
1562061,3463129,1
1562061,633187,1
1562061,949290,1
188743,965744,1
188743,1739606,1
188743,1537831,1
188743,3835413,1
3835413,1318696,1
3835413,3097103,1
3835413,3889476,1
3835413,3726379,1
3835413,2005037,1
3835413,4290895,1
3835413,1837357,1
2638090,3785031,1
1655116,1198015,1
1655116,311285,1
1655116,584580,1
1655116,4152106,1
1655116,3870584,1
1655116,904767,1
1655116,2148217,1
1655116,1548041,1
1655116,4587102,1
1655116,4191669,1
1655116,3061374,1
2359631,423159,1
2359631,1427563,1
2359631,4167963,1
2359631,1872714,1
1872714,503475,1
1872714,3992759,1
1872714,3151068,1
3151068,1111442,1
3151068,1284047,1
3151068,2304322,1
3151068,3445721,1
1327440,3146579,1
1327440,2863263,1
1327440,599812,1
1327440,786636,1
1327440,4433851,1
1327440,2630525,1
1327440,850502,1
1327440,948299,1
1327440,4580552,1
1327440,2018356,1
1327440,4601245,1
4358480,593850,1
4358480,1613350,1
4358480,2661607,1
4358480,1385990,1
4358480,4498876,1
4358480,1029637,1
4358480,1482830,1
4358480,2585088,1
4358480,3618334,1
4358480,2411225,1
4358480,3025643,1
1450320,1191821,1
1450320,3265909,1
1450320,2609755,1
1450320,3808612,1
3808612,1451033,1
1451033,1258662,1
1258662,1165817,1
1165817,4843300,1
1165817,2945377,1
1165817,256937,1
1165817,1996793,1
2549365,4727122,1
3376555,4727122,1
1419298,4727122,1
1073493,274699,1
274699,1213070,1
274699,3377661,1
274699,2877755,1
274699,3638579,1
274699,4382497,1
4382497,3569056,1
4382497,1483431,1
4382497,2193530,1
4382497,4663324,1
4382497,3610468,1
838809,4858197,1
506389,4858197,1
1364292,4858197,1
2177982,3195222,1
2271524,3195222,1
3133826,3195222,1
714035,614747,1
3465568,614747,1
4673870,614747,1
3531100,4515206,1
3531100,2507990,1
3531100,3361038,1
3531100,1701516,1
3531100,4088828,1
3531100,263976,1
3531100,4342283,1
3531100,2271011,1
3531100,1869643,1
3531100,166975,1
3531100,743848,1
3816665,1696091,1
2549365,2064734,1
3376555,2064734,1
3174668,2064734,1
3248527,1499488,1
2474330,1499488,1
3797985,1499488,1
606562,4138699,1
606562,4238028,1
606562,4319500,1
606562,4251373,1
606562,3213642,1
3213642,2721056,1
3213642,870592,1
3213642,3899246,1
3213642,3188313,1
3213642,4650235,1
3213642,4802664,1
3531111,4138835,1
3531111,3869568,1
3869568,3277323,1
3277323,1882692,1
3277323,878151,1
878151,1233876,1
1233876,4162538,1
1233876,3811429,1
1233876,242071,1
1233876,4219715,1
1233876,2933626,1
942440,1259069,1
942440,3179236,1
942440,2921360,1
942440,3556835,1
942440,4776796,1
942440,4323277,1
942440,2355484,1
2355484,4605273,1
2355484,1978091,1
2355484,2291453,1
2355484,4045441,1
4604264,2648809,1
2648809,2699043,1
2648809,1483950,1
1483950,4825187,1
1483950,1424720,1
1424720,2113667,1
1424720,1121723,1
1424720,1597467,1
1424720,4413192,1
1424720,3814535,1
1483950,3741797,1
1687914,2287536,1
2287536,2058913,1
2287536,3865519,1
2287536,821939,1
2287536,4237437,1
2287536,4557603,1
4557603,3698097,1
4557603,4137429,1
4557603,595768,1
4557603,2645032,1
4557603,2877896,1
2761066,4751268,1
2761066,594623,1
2761066,3733523,1
2761066,2549418,1
2761066,4517807,1
2761066,3599043,1
2761066,4523593,1
2761066,4201116,1
2761066,2986438,1
2761066,3745336,1
3745336,2769129,1
3318124,3532947,1
3318124,240194,1
3318124,914831,1
3318124,1582392,1
1582392,3637929,1
3637929,3005736,1
3637929,4422390,1
4422390,2984462,1
4422390,4542321,1
4422390,2075756,1
4422390,2915345,1
2495727,4194667,1
2014945,4194667,1
1122066,4194667,1
3465568,909677,1
3104940,909677,1
2957222,909677,1
1056812,1483116,1
810316,1483116,1
1471291,1483116,1
3410184,49513,1
3760414,49513,1
2916240,4039025,1
3116573,4039025,1
261200,4039025,1
20388,876913,1
2177945,876913,1
1793311,876913,1
541055,3528118,1
541055,1417034,1
541055,3834665,1
541055,3183396,1
541055,2557926,1
541055,4386911,1
541055,1923143,1
541055,2835915,1
541055,2015455,1
541055,136431,1
541055,2437225,1
3441024,3070720,1
3441024,1944960,1
3441024,2122737,1
3441024,552117,1
3441024,3871005,1
3441024,178287,1
3441024,3789716,1
3441024,3062934,1
3441024,2392940,1
3441024,3553067,1
3441024,3406788,1
20388,262528,1
1146906,262528,1
2549365,262528,1
4563330,3963790,1
4563330,4582553,1
4563330,3727945,1
4563330,715635,1
4563330,2952773,1
4563330,471354,1
4563330,4183287,1
4563330,3416232,1
4563330,856278,1
4563330,1199850,1
4563330,2115928,1
1802489,287108,1
2757027,287108,1
2619379,287108,1
2057013,1433994,1
448823,1433994,1
1660431,1433994,1
4612494,3724969,1
4612494,3413319,1
4612494,435547,1
4612494,389360,1
4612494,1792465,1
4612494,1996181,1
4612494,420735,1
4612494,889681,1
4612494,2936055,1
4612494,3358021,1
4612494,3281822,1
4342160,2925611,1
4342160,4699529,1
4699529,447593,1
4699529,344692,1
4699529,340351,1
4699529,1720019,1
1720019,4474931,1
1720019,4502962,1
1720019,2158517,1
2158517,4854514,1
4854514,980532,1
1499536,3675656,1
1499536,1623825,1
1623825,1675618,1
1623825,4814818,1
1623825,649373,1
1623825,4529307,1
1623825,2265288,1
1623825,191394,1
