Source,Sink,Connected
1655116,1198015,1
1655116,311285,1
1655116,584580,1
1655116,4152106,1
1655116,3870584,1
1655116,904767,1
1655116,2148217,1
1655116,1548041,1
1655116,4587102,1
1655116,4191669,1
1655116,3061374,1
2359631,423159,1
2359631,1427563,1
2359631,4167963,1
2359631,1872714,1
1872714,503475,1
1872714,3992759,1
1872714,3151068,1
3151068,1111442,1
3151068,1284047,1
3151068,2304322,1
3151068,3445721,1
1327440,3146579,1
1327440,2863263,1
1327440,599812,1
1327440,786636,1
1327440,4433851,1
1327440,2630525,1
1327440,850502,1
1327440,948299,1
1327440,4580552,1
1327440,2018356,1
1327440,4601245,1
4358480,593850,1
4358480,1613350,1
4358480,2661607,1
4358480,1385990,1
4358480,4498876,1
4358480,1029637,1
4358480,1482830,1
4358480,2585088,1
4358480,3618334,1
4358480,2411225,1
4358480,3025643,1
1450320,1191821,1
1450320,3265909,1
1450320,2609755,1
1450320,3808612,1
3808612,1451033,1
1451033,1258662,1
1258662,1165817,1
1165817,4843300,1
1165817,2945377,1
1165817,256937,1
1165817,1996793,1
1073493,274699,1
274699,1213070,1
274699,3377661,1
274699,2877755,1
274699,3638579,1
274699,4382497,1
4382497,3569056,1
4382497,1483431,1
4382497,2193530,1
4382497,4663324,1
4382497,3610468,1
3531100,4515206,1
3531100,2507990,1
3531100,3361038,1
3531100,1701516,1
3531100,4088828,1
3531100,263976,1
3531100,4342283,1
3531100,2271011,1
3531100,1869643,1
3531100,166975,1
3531100,743848,1
606562,4138699,1
606562,4238028,1
606562,4319500,1
606562,4251373,1
606562,3213642,1
3213642,2721056,1
3213642,870592,1
3213642,3899246,1
3213642,3188313,1
3213642,4650235,1
3213642,4802664,1
3531111,4138835,1
3531111,3869568,1
3869568,3277323,1
3277323,1882692,1
3277323,878151,1
878151,1233876,1
1233876,4162538,1
1233876,3811429,1
1233876,242071,1
1233876,4219715,1
1233876,2933626,1
942440,1259069,1
942440,3179236,1
942440,2921360,1
942440,3556835,1
942440,4776796,1
942440,4323277,1
942440,2355484,1
2355484,4605273,1
2355484,1978091,1
2355484,2291453,1
2355484,4045441,1
4604264,2648809,1
2648809,2699043,1
2648809,1483950,1
1483950,4825187,1
1483950,1424720,1
1424720,2113667,1
1424720,1121723,1
1424720,1597467,1
1424720,4413192,1
1424720,3814535,1
1483950,3741797,1
1687914,2287536,1
2287536,2058913,1
2287536,3865519,1
2287536,821939,1
2287536,4237437,1
2287536,4557603,1
4557603,3698097,1
4557603,4137429,1
4557603,595768,1
4557603,2645032,1
4557603,2877896,1
2761066,4751268,1
2761066,594623,1
2761066,3733523,1
2761066,2549418,1
2761066,4517807,1
2761066,3599043,1
2761066,4523593,1
2761066,4201116,1
2761066,2986438,1
2761066,3745336,1
3745336,2769129,1
3318124,3532947,1
3318124,240194,1
3318124,914831,1
3318124,1582392,1
1582392,3637929,1
3637929,3005736,1
3637929,4422390,1
4422390,2984462,1
4422390,4542321,1
4422390,2075756,1
4422390,2915345,1
541055,3528118,1
541055,1417034,1
541055,3834665,1
541055,3183396,1
541055,2557926,1
541055,4386911,1
541055,1923143,1
541055,2835915,1
541055,2015455,1
541055,136431,1
541055,2437225,1
3441024,3070720,1
3441024,1944960,1
3441024,2122737,1
3441024,552117,1
3441024,3871005,1
3441024,178287,1
3441024,3789716,1
3441024,3062934,1
3441024,2392940,1
3441024,3553067,1
3441024,3406788,1
4563330,3963790,1
4563330,4582553,1
4563330,3727945,1
4563330,715635,1
4563330,2952773,1
4563330,471354,1
4563330,4183287,1
4563330,3416232,1
4563330,856278,1
4563330,1199850,1
4563330,2115928,1
4612494,3724969,1
4612494,3413319,1
4612494,435547,1
4612494,389360,1
4612494,1792465,1
4612494,1996181,1
4612494,420735,1
4612494,889681,1
4612494,2936055,1
4612494,3358021,1
4612494,3281822,1
4342160,2925611,1
4342160,4699529,1
4699529,447593,1
4699529,344692,1
4699529,340351,1
4699529,1720019,1
1720019,4474931,1
1720019,4502962,1
1720019,2158517,1
2158517,4854514,1
4854514,980532,1
1499536,3675656,1
1499536,1623825,1
1623825,1675618,1
1623825,4814818,1
1623825,649373,1
1623825,4529307,1
1623825,2265288,1
1623825,191394,1
1623825,2001975,1
2001975,2866572,1
2001975,4202985,1
2883988,2756968,1
2756968,9679,1
2756968,3265758,1
2756968,1354993,1
2756968,3061647,1
2756968,1766241,1
2756968,3284896,1
2756968,4668079,1
2756968,1775983,1
2756968,1884638,1
2756968,4201678,1
4366747,2980224,1
4366747,4543892,1
4366747,3634307,1
4366747,3886501,1
4366747,897738,1
4366747,4850818,1
4366747,2908823,1
4366747,1944110,1
4366747,1192329,1
4366747,4806069,1
4366747,782254,1
1147295,4094099,1
4094099,2585975,1
4094099,2672515,1
4094099,960901,1
4094099,2219630,1
4094099,328933,1
4094099,4046128,1
4094099,4171837,1
4171837,1848259,1
4171837,4345535,1
4171837,1433583,1
434593,2997147,1
434593,4610000,1
434593,2566394,1
434593,4534165,1
434593,1337259,1
1337259,1115214,1
1115214,301439,1
1115214,4495877,1
4495877,301746,1
4495877,3520033,1
3520033,1122426,1
336290,1099369,1
336290,155674,1
336290,2159274,1
336290,1496343,1
336290,375905,1
375905,1379792,1
1379792,398007,1
1379792,4123907,1
4123907,3629407,1
4123907,2730639,1
4123907,4525417,1
2089379,2535913,1
2089379,3450878,1
3450878,163021,1
163021,4422390,1
4422390,2984462,1
4422390,4542321,1
4422390,2075756,1
4422390,2915345,1
2915345,62728,1
2915345,2532669,1
2915345,2147723,1
1704367,2661831,1
1704367,1378448,1
1704367,2919471,1
1704367,4251922,1
1704367,4851059,1
1704367,3335000,1
1704367,2241778,1
1704367,4171393,1
1704367,437961,1
1704367,2894266,1
1704367,1437803,1
2679215,280370,1
2679215,3811702,1
2679215,3316161,1
2679215,2175640,1
2679215,2011354,1
2011354,533992,1
2011354,3903025,1
3903025,3703782,1
3903025,3243715,1
3903025,1219714,1
3903025,1575363,1
1974705,3240041,1
1974705,1690853,1
1974705,602623,1
1974705,1419315,1
1974705,4613928,1
1974705,4095754,1
1974705,4527478,1
1974705,4427734,1
4427734,4445347,1
4445347,3930017,1
3930017,4720169,1
1139129,3021179,1
3021179,4088494,1
4088494,4582358,1
4088494,3340354,1
4088494,1993986,1
4088494,1432519,1
4088494,597729,1
4088494,201039,1
201039,2317417,1
201039,116969,1
201039,942923,1
1917370,169198,1
1917370,3191742,1
1917370,4636624,1
1917370,552349,1
1917370,1541784,1
1917370,274279,1
1917370,3270530,1
1917370,2158896,1
1917370,2325594,1
1917370,439369,1
1917370,897723,1
4178366,2210034,1
2210034,3754018,1
2210034,2258033,1
2210034,636668,1
2210034,1564078,1
2210034,3332492,1
2210034,4489632,1
2210034,1965088,1
2210034,1741226,1
2210034,2575016,1
2210034,4118556,1
3162560,2117883,1
3162560,4553946,1
3162560,4596192,1
3162560,1338479,1
3162560,3235141,1
3235141,3999449,1
3235141,3829498,1
3235141,1822208,1
1822208,4860890,1
1822208,507349,1
1822208,1750058,1
4866498,497382,1
4866498,2735665,1
2735665,1423273,1
2735665,2864886,1
2864886,4793559,1
2864886,3237626,1
2864886,2294124,1
2864886,1394585,1
1394585,3532819,1
1394585,714729,1
1394585,4359925,1
2695621,4006946,1
2695621,1227365,1
2695621,4308710,1
2695621,3515529,1
2695621,4334507,1
2695621,1584779,1
2695621,1282384,1
2695621,4295167,1
2695621,2862387,1
2695621,3625809,1
2695621,84653,1
1065417,2015251,1
1065417,4442959,1
1065417,1984402,1
1065417,4807740,1
1065417,4569559,1
1065417,1286731,1
1065417,3638568,1
1065417,4410886,1
1065417,420825,1
1065417,2075966,1
1065417,3100020,1
1712592,678261,1
1712592,1237497,1
1712592,1122854,1
1712592,760976,1
1712592,3802117,1
1712592,914583,1
1712592,3660511,1
1712592,4279348,1
1712592,3282259,1
1712592,599307,1
1712592,3773344,1
1810899,218656,1
1810899,2911705,1
1810899,4824762,1
4824762,141680,1
141680,2740141,1
2740141,4456287,1
2740141,507819,1
2740141,769050,1
2740141,1032898,1
2740141,2437337,1
2740141,1134838,1
2073048,2129315,1
2129315,2975238,1
2129315,1017261,1
2129315,3506440,1
2129315,4602284,1
2129315,1803858,1
2129315,3761586,1
2129315,1087774,1
2129315,994311,1
2129315,2662388,1
2129315,4235882,1
4014552,2956481,1
2956481,575477,1
2956481,4705293,1
2956481,2075910,1
2956481,3427354,1
2956481,1250152,1
2956481,2898081,1
2956481,1623047,1
2956481,4864439,1
2956481,978456,1
2956481,1898001,1
3236313,2603255,1
3236313,1665373,1
3236313,3344472,1
3236313,2235006,1
3236313,2793634,1
3236313,3029767,1
3236313,3402867,1
3236313,1300176,1
3236313,343498,1
3236313,1034189,1
3236313,3348285,1
3269084,2422514,1
3269084,4322839,1
3269084,1860484,1
3269084,1329262,1
3269084,1861159,1
3269084,351428,1
3269084,1148674,1
3269084,4073571,1
3269084,3007021,1
3007021,235580,1
235580,2000334,1
